Drug1	Drug1_id	RELATION	PROVENANCE	Drug2	Drug2_id
Lysine	C0024337	MENTIONED_IN	["32187681_fullText_1","32187681_fullText_1","32187681_fullText_3","32187681_fullText_3","32187681_fullText_5","32187681_fullText_5","32187681_fullText_7","32187681_fullText_8","32187681_fullText_10","32187681_fullText_10","32187681_fullText_11"]		32187681
Lysine	C0024337	MENTIONED_IN	["22728861_fullText_2"]		22728861
Lysine	C0024337	MENTIONED_IN	["35217564_fullText_5"]		35217564
Lysine	C0024337	MENTIONED_IN	["27882480_fullText_5","27882480_fullText_8","27882480_fullText_11","27882480_fullText_12"]		27882480
Lysine	C0024337	MENTIONED_IN	["25127453_fullText_1"]		25127453
Lysine	C0024337	MENTIONED_IN	["33000154_fullText_1","33000154_fullText_17","33000154_fullText_1","33000154_fullText_17"]		33000154
Lysine	C0024337	MENTIONED_IN	["22688935_fullText_1"]		22688935
Lysine	C0024337	MENTIONED_IN	["27212567_fullText_1","27212567_fullText_1"]		27212567
Lysine	C0024337	MENTIONED_IN	["26995068_fullText_7"]		26995068
Lysine	C0024337	MENTIONED_IN	["24122892_fullText_7"]		24122892
Lysine	C0024337	MENTIONED_IN	["26026794_fullText_5","26026794_fullText_5","26026794_fullText_8","26026794_fullText_9"]		26026794
Lysine	C0024337	MENTIONED_IN	["30663059_fullText_3"]		30663059
Lysine	C0024337	MENTIONED_IN	["32969477_fullText_1","32969477_fullText_5","32969477_fullText_8","32969477_fullText_9"]		32969477
Lysine	C0024337	MENTIONED_IN	["22249334_fullText_2"]		22249334
Lysine	C0024337	MENTIONED_IN	["23022070_fullText_1","23022070_fullText_1","23022070_fullText_2","23022070_fullText_3","23022070_fullText_5"]		23022070
Lysine	C0024337	MENTIONED_IN	["20943656_fullText_3","20943656_fullText_4","20943656_fullText_5","20943656_fullText_6","20943656_fullText_3","20943656_fullText_4","20943656_fullText_5","20943656_fullText_6","20943656_fullText_3","20943656_fullText_4","20943656_fullText_5","20943656_fullText_6"]		20943656
Lysine	C0024337	MENTIONED_IN	["33479176_fullText_3","33479176_fullText_4","33479176_fullText_5","33479176_fullText_7","33479176_fullText_8","33479176_fullText_9","33479176_fullText_3","33479176_fullText_4","33479176_fullText_5","33479176_fullText_7","33479176_fullText_8","33479176_fullText_9","33479176_fullText_3","33479176_fullText_4","33479176_fullText_5","33479176_fullText_7","33479176_fullText_8","33479176_fullText_9"]		33479176
Lysine	C0024337	MENTIONED_IN	["23382880_fullText_4","23382880_fullText_4","23382880_fullText_4"]		23382880
Lysine	C0024337	MENTIONED_IN	["33170804_fullText_7","33170804_fullText_7","33170804_fullText_7"]		33170804
Lysine	C0024337	MENTIONED_IN	["37865002_fullText_1","37865002_fullText_1","37865002_fullText_1"]		37865002
Lysine	C0024337	MENTIONED_IN	["11955936_fullText_4"]		11955936
Lysine	C0024337	MENTIONED_IN	["8170567_fullText_3"]		8170567
Lysine	C0024337	MENTIONED_IN	["17895983_fullText_7","17895983_fullText_69","17895983_fullText_75"]		17895983
Lysine	C0024337	MENTIONED_IN	["19349200_fullText_3"]		19349200
Lysine	C0024337	MENTIONED_IN	["10868777_fullText_1","10868777_fullText_7"]		10868777
Lysine	C0024337	MENTIONED_IN	["35667234_fullText_2","35667234_fullText_5"]		35667234
Lysine	C0024337	MENTIONED_IN	["35089980_fullText_8"]		35089980
Lysine	C0024337	MENTIONED_IN	["33940111_fullText_6"]		33940111
Lysine	C0024337	MENTIONED_IN	["36172825_fullText_5"]		36172825
Lysine	C0024337	MENTIONED_IN	["36444374_fullText_2","36444374_fullText_6"]		36444374
Lysine	C0024337	MENTIONED_IN	["35701163_fullText_6"]		35701163
Lysine	C0024337	MENTIONED_IN	["33729277_fullText_6"]		33729277
Lysine	C0024337	MENTIONED_IN	["36151370_fullText_1"]		36151370
Lysine	C0024337	MENTIONED_IN	["34911641_fullText_1","34911641_fullText_7","34911641_fullText_8","34911641_fullText_8","34911641_fullText_8","34911641_fullText_8","34911641_fullText_9"]		34911641
Lysine	C0024337	MENTIONED_IN	["35802656_fullText_6","35802656_fullText_6"]		35802656
Lysine	C0024337	MENTIONED_IN	["34810248_fullText_6"]		34810248
Lysine	C0024337	MENTIONED_IN	["34940704_fullText_5"]		34940704
Lysine	C0024337	MENTIONED_IN	["35744918_fullText_6"]		35744918
Lysine	C0024337	MENTIONED_IN	["34232131_fullText_6","34232131_fullText_6","34232131_fullText_6"]		34232131
Lysine	C0024337	ASSOCIATED_WITH	["35157847_fullText_152"]	Epidermolysis Bullosa Simplex Superficialis	C1843477
Lysine	C0024337	ASSOCIATED_WITH	["31952437_fullText_1"]	Enzyme Deficiency	C0149676
Lysine	C0024337	ASSOCIATED_WITH	["21431622_fullText_4"]	Glutaric aciduria, type 1	C0268595
Lysine	C0024337	ASSOCIATED_WITH	["22231382_fullText_2"]	Autosomal hereditary disorder	C0265384
Lysine	C0024337	ASSOCIATED_WITH	["10868777_fullText_1"]	nervous system disorder	C0027765
Lysine	C0024337	INHIBITS	["36128717_fullText_28"]	LOR gene	C1416897
Lysine	C0024337	INHIBITS	["36128717_fullText_10"]	AASS gene	C1424938
Lysine	C0024337	INHIBITS	["24594605_fullText_77"]	animal allergen extracts	C3540698
Lysine	C0024337	INHIBITS	["35872650_fullText_48"]	NA-5	C0131647
Lysine	C0024337	INHIBITS	["28762469_fullText_6","25333616_fullText_0"]	GCDH gene	C1415009
Lysine	C0024337	AUGMENTS	["24996493_fullText_7"]	protein oxidation	C1159301
Lysine	C0024337	AUGMENTS	["3182847_fullText_3"]	Excretory function	C0221102
Lysine	C0024337	PART_OF__SPEC__	["29654578_fullText_6"]	Glutamine	C0017797
Lysine	C0024337	PART_OF__SPEC__	["24468193_fullText_26"]	Caseins	C0007332
Lysine	C0024337	INTERACTS_WITH	["29844506_fullText_3","29844506_fullText_132"]	Glutarates	C0017816
Lysine	C0024337	INTERACTS_WITH	["17879145_fullText_1","10985795_fullText_1","23658800_fullText_117"]	glutaryl-coenzyme A	C0061511
Lysine	C0024337	STIMULATES	["24594605_fullText_72"]	N-Methyl-D-Aspartate Receptors	C0080093
Lysine	C0024337	STIMULATES	["23658800_fullText_158"]	Level	C2946261
Lysine	C0024337	STIMULATES	["35872650_fullText_103"]	TP53 gene	C0079419
Lysine	C0024337	STIMULATES	["26967762_fullText_9"]	Operon	C0029073
Lysine	C0024337	STIMULATES	["34713466_fullText_4","22445450_fullText_5"]	GCDH gene	C1415009
Lysine	C0024337	DISRUPTS	["23658800_fullText_123"]	Citric Acid Cycle	C0008858
Lysine	C0024337	DISRUPTS	["25333616_fullText_117"]	mitochondrial transport	C0678851
Lysine	C0024337	DISRUPTS	["23658800_fullText_123"]	Gluconeogenesis	C0017715
Lysine	C0024337	DISRUPTS	["20865150_fullText_69"]	Cytokinesis	C0010813
Lysine	C0024337	PRODUCES	["23658800_fullText_110"]	caspase-8	C0667830
Lysine	C0024337	PRODUCES	["29844506_fullText_1","29844506_fullText_6","29844506_fullText_88"]	Glutarates	C0017816
Lysine	C0024337	compared_with	["23658800_fullText_126"]	Tryptophan	C0041249
Lysine	C0024337	compared_with	["34911641_fullText_8"]	Lysine	C0024337
Lysine	C0024337	higher_than	["23658800_fullText_126"]	Tryptophan	C0041249
Lysine	C0024337	CONVERTS_TO	["31125684_fullText_1"]	3-hydroxyglutaric acid	C0667581
butylidenephthalide	C0054295	MENTIONED_IN	["37832855_fullText_3","37832855_fullText_4","37832855_fullText_3","37832855_fullText_4","37832855_fullText_3","37832855_fullText_4"]		37832855
butylidenephthalide	C0054295	MENTIONED_IN	["28223212_fullText_5","28223212_fullText_5","28223212_fullText_5"]		28223212
butylidenephthalide	C0054295	MENTIONED_IN	["35163312_fullText_4","35163312_fullText_10","35163312_fullText_4","35163312_fullText_10","35163312_fullText_4","35163312_fullText_10"]		35163312
butylidenephthalide	C0054295	MENTIONED_IN	["34199295_fullText_2","34199295_fullText_2","34199295_fullText_2"]		34199295
Liposomes	C0023828	COEXISTS_WITH	["34803014_fullText_7"]	Polyethylene Glycol 1000	C0030773
Liposomes	C0023828	MENTIONED_IN	["38733638_fullText_2","38733638_fullText_3"]		38733638
Liposomes	C0023828	MENTIONED_IN	["39053125_fullText_4"]		39053125
Liposomes	C0023828	MENTIONED_IN	["38161195_fullText_1","38161195_fullText_4","38161195_fullText_5","38161195_fullText_6","38161195_fullText_7","38161195_fullText_8","38161195_fullText_9","38161195_fullText_9","38161195_fullText_10"]		38161195
Liposomes	C0023828	MENTIONED_IN	["31410688_fullText_4"]		31410688
Liposomes	C0023828	MENTIONED_IN	["38003227_abstract_36"]		38003227
Liposomes	C0023828	MENTIONED_IN	["37832855_fullText_6","37832855_fullText_6","37832855_fullText_6"]		37832855
Liposomes	C0023828	MENTIONED_IN	["32371897_fullText_3","32371897_fullText_9","32371897_fullText_31"]		32371897
Liposomes	C0023828	MENTIONED_IN	["35061296_fullText_6"]		35061296
Liposomes	C0023828	MENTIONED_IN	["35311383_fullText_4","35311383_fullText_4"]		35311383
Liposomes	C0023828	MENTIONED_IN	["36572320_fullText_9"]		36572320
Liposomes	C0023828	MENTIONED_IN	["34803014_fullText_1","34803014_fullText_2","34803014_fullText_7"]		34803014
Liposomes	C0023828	MENTIONED_IN	["34333085_fullText_1"]		34333085
Liposomes	C0023828	MENTIONED_IN	["36361729_fullText_10"]		36361729
Liposomes	C0023828	MENTIONED_IN	["33832901_fullText_12","33832901_fullText_14"]		33832901
Liposomes	C0023828	MENTIONED_IN	["37573755_fullText_2","37573755_fullText_3","37573755_fullText_6"]		37573755
Liposomes	C0023828	MENTIONED_IN	["34086100_fullText_5","34086100_fullText_7","34086100_fullText_8","34086100_fullText_8","34086100_fullText_9"]		34086100
Liposomes	C0023828	MENTIONED_IN	["34351905_fullText_3"]		34351905
Liposomes	C0023828	MENTIONED_IN	["36089739_fullText_3"]		36089739
Liposomes	C0023828	MENTIONED_IN	["34347265_fullText_2"]		34347265
Liposomes	C0023828	MENTIONED_IN	["36600035_fullText_2","36600035_fullText_4","36600035_fullText_7","36600035_fullText_9"]		36600035
Liposomes	C0023828	MENTIONED_IN	["34592235_fullText_5","34592235_fullText_6","34592235_fullText_6","34592235_fullText_9"]		34592235
Liposomes	C0023828	MENTIONED_IN	["36410162_fullText_3"]		36410162
Liposomes	C0023828	MENTIONED_IN	["36183971_fullText_2"]		36183971
Liposomes	C0023828	MENTIONED_IN	["35508541_fullText_5"]		35508541
Liposomes	C0023828	MENTIONED_IN	["37945928_fullText_3","37945928_fullText_4"]		37945928
Liposomes	C0023828	MENTIONED_IN	["34779770_fullText_4"]		34779770
Liposomes	C0023828	MENTIONED_IN	["33080352_fullText_4"]		33080352
Liposomes	C0023828	MENTIONED_IN	["8630033_fullText_3"]		8630033
Liposomes	C0023828	MENTIONED_IN	["24291894_fullText_2"]		24291894
Liposomes	C0023828	MENTIONED_IN	["30171561_fullText_2"]		30171561
Liposomes	C0023828	MENTIONED_IN	["36854301_fullText_5"]		36854301
Liposomes	C0023828	MENTIONED_IN	["23873129_fullText_3","23873129_fullText_1","23873129_fullText_3","23873129_fullText_4","23873129_fullText_21","23873129_fullText_22","23873129_fullText_22","23873129_fullText_22","23873129_fullText_23","23873129_fullText_34","23873129_fullText_38","23873129_fullText_39","23873129_fullText_41","23873129_fullText_58","23873129_fullText_68","23873129_fullText_68","23873129_fullText_71","23873129_fullText_71","23873129_fullText_71","23873129_fullText_73","23873129_fullText_74","23873129_fullText_75","23873129_fullText_75","23873129_fullText_108"]		23873129
Liposomes	C0023828	MENTIONED_IN	["33619652_fullText_91"]		33619652
Liposomes	C0023828	MENTIONED_IN	["31640729_fullText_96"]		31640729
Liposomes	C0023828	MENTIONED_IN	["33554500_fullText_15","33554500_fullText_104"]		33554500
Liposomes	C0023828	MENTIONED_IN	["37644541_fullText_0"]		37644541
Liposomes	C0023828	MENTIONED_IN	["21384228_fullText_155"]		21384228
Liposomes	C0023828	INHIBITS	["38161195_fullText_9"]	polyglutamine	C0384782
Basis	C1874451	COEXISTS_WITH	["38697430_fullText_2"]	PAH gene	C1418251
Basis	C1874451	COEXISTS_WITH	["29331264_fullText_105"]	Tetrodotoxin	C0039705
Basis	C1874451	COEXISTS_WITH	["11723274_fullText_1"]	CACNA1A gene	C1456413
Basis	C1874451	COEXISTS_WITH	["1971150_fullText_3"]	Ryanodine	C0035983
Basis	C1874451	COEXISTS_WITH	["9425239_fullText_1","11064921_fullText_3"]	SLC14A2 gene	C1420099
Basis	C1874451	COEXISTS_WITH	["10711986_fullText_3"]	DMPK gene	C1414085
Basis	C1874451	COEXISTS_WITH	["36528313_fullText_2"]	gamma-Aminobutyric Acid	C0016904
Basis	C1874451	COEXISTS_WITH	["37023389_fullText_3"]	Marihuana	C0024808
Basis	C1874451	COEXISTS_WITH	["34509561_fullText_6"]	CFP gene	C1418482
Basis	C1874451	COEXISTS_WITH	["37092793_fullText_9"]	aprepitant	C1176306
Basis	C1874451	COEXISTS_WITH	["36351797_fullText_14"]	Adrenergic Receptor	C0034783
Basis	C1874451	COEXISTS_WITH	["36528313_fullText_2"]	Glutamate	C0220839
Basis	C1874451	COEXISTS_WITH	["37092793_fullText_9"]	Aminolevulinic Acid	C0002563
Basis	C1874451	COEXISTS_WITH	["15525270_fullText_7"]	LRPPRC gene	C1423677
Basis	C1874451	CAUSES	["31560172_fullText_1"]	Myasthenic Syndromes, Congenital, Slow Channel	C0751885
Basis	C1874451	AFFECTS	["27484195_fullText_55"]	Cardiac dysfunction	C3277906
Basis	C1874451	AFFECTS	["26319495_fullText_141"]	Organoids	C0029250
Basis	C1874451	AFFECTS	["34530027_fullText_2"]	Blood flow	C0232338
Basis	C1874451	AFFECTS	["34844537_fullText_4"]	Neuronal Plasticity	C0027880
Basis	C1874451	MENTIONED_IN	["39267392_fullText_77"]		39267392
Basis	C1874451	MENTIONED_IN	["38419071_fullText_5"]		38419071
Basis	C1874451	MENTIONED_IN	["39320846_fullText_86","39320846_fullText_123"]		39320846
Basis	C1874451	MENTIONED_IN	["38923784_fullText_96"]		38923784
Basis	C1874451	MENTIONED_IN	["37428409_fullText_14"]		37428409
Basis	C1874451	MENTIONED_IN	["36715818_fullText_82"]		36715818
Basis	C1874451	MENTIONED_IN	["36798010_fullText_123"]		36798010
Basis	C1874451	MENTIONED_IN	["39014518_fullText_39"]		39014518
Basis	C1874451	MENTIONED_IN	["38233440_fullText_11"]		38233440
Basis	C1874451	MENTIONED_IN	["38697430_fullText_2"]		38697430
Basis	C1874451	MENTIONED_IN	["38905920_fullText_12"]		38905920
Basis	C1874451	MENTIONED_IN	["38790248_fullText_2"]		38790248
Basis	C1874451	MENTIONED_IN	["39528286_fullText_11"]		39528286
Basis	C1874451	MENTIONED_IN	["38805916_fullText_15"]		38805916
Basis	C1874451	MENTIONED_IN	["164621_fullText_1"]		164621
Basis	C1874451	MENTIONED_IN	["15057980_fullText_5"]		15057980
Basis	C1874451	MENTIONED_IN	["14618394_fullText_6"]		14618394
Basis	C1874451	MENTIONED_IN	["2576129_fullText_3"]		2576129
Basis	C1874451	MENTIONED_IN	["3351165_fullText_8"]		3351165
Basis	C1874451	MENTIONED_IN	["8268925_fullText_8"]		8268925
Basis	C1874451	MENTIONED_IN	["16006165_fullText_39"]		16006165
Basis	C1874451	MENTIONED_IN	["10767174_fullText_1"]		10767174
Basis	C1874451	MENTIONED_IN	["30922814_fullText_6"]		30922814
Basis	C1874451	MENTIONED_IN	["22161097_fullText_7"]		22161097
Basis	C1874451	MENTIONED_IN	["26224289_fullText_3"]		26224289
Basis	C1874451	MENTIONED_IN	["1867197_fullText_3"]		1867197
Basis	C1874451	MENTIONED_IN	["15459954_fullText_9"]		15459954
Basis	C1874451	MENTIONED_IN	["3767371_fullText_3"]		3767371
Basis	C1874451	MENTIONED_IN	["35325557_fullText_2"]		35325557
Basis	C1874451	MENTIONED_IN	["6792891_fullText_2"]		6792891
Basis	C1874451	MENTIONED_IN	["8828610_fullText_1","8828610_fullText_8"]		8828610
Basis	C1874451	MENTIONED_IN	["34784942_fullText_8"]		34784942
Basis	C1874451	MENTIONED_IN	["36847978_fullText_9"]		36847978
Basis	C1874451	MENTIONED_IN	["835506_fullText_4","835506_fullText_5"]		835506
Basis	C1874451	MENTIONED_IN	["34323564_fullText_8"]		34323564
Basis	C1874451	MENTIONED_IN	["7814013_fullText_5"]		7814013
Basis	C1874451	MENTIONED_IN	["24018009_fullText_1"]		24018009
Basis	C1874451	MENTIONED_IN	["16165389_fullText_10"]		16165389
Basis	C1874451	MENTIONED_IN	["29684050_fullText_7"]		29684050
Basis	C1874451	MENTIONED_IN	["18505119_fullText_1"]		18505119
Basis	C1874451	MENTIONED_IN	["17351826_fullText_7"]		17351826
Basis	C1874451	MENTIONED_IN	["8965095_fullText_4"]		8965095
Basis	C1874451	MENTIONED_IN	["38311548_fullText_1"]		38311548
Basis	C1874451	MENTIONED_IN	["16755495_fullText_6"]		16755495
Basis	C1874451	MENTIONED_IN	["8901256_fullText_4"]		8901256
Basis	C1874451	MENTIONED_IN	["23397086_fullText_7"]		23397086
Basis	C1874451	MENTIONED_IN	["1102228_fullText_2"]		1102228
Basis	C1874451	MENTIONED_IN	["8828626_fullText_7"]		8828626
Basis	C1874451	MENTIONED_IN	["24661517_fullText_1"]		24661517
Basis	C1874451	MENTIONED_IN	["23197105_fullText_1"]		23197105
Basis	C1874451	MENTIONED_IN	["10790306_fullText_6"]		10790306
Basis	C1874451	MENTIONED_IN	["11043149_fullText_6"]		11043149
Basis	C1874451	MENTIONED_IN	["10121847_fullText_1"]		10121847
Basis	C1874451	MENTIONED_IN	["20123472_fullText_3"]		20123472
Basis	C1874451	MENTIONED_IN	["7766946_fullText_4"]		7766946
Basis	C1874451	MENTIONED_IN	["18626193_fullText_6"]		18626193
Basis	C1874451	MENTIONED_IN	["302093_fullText_9"]		302093
Basis	C1874451	MENTIONED_IN	["1679029_fullText_2"]		1679029
Basis	C1874451	MENTIONED_IN	["11207989_fullText_2"]		11207989
Basis	C1874451	MENTIONED_IN	["7513103_fullText_4"]		7513103
Basis	C1874451	MENTIONED_IN	["17277993_fullText_6"]		17277993
Basis	C1874451	MENTIONED_IN	["23220018_fullText_2"]		23220018
Basis	C1874451	MENTIONED_IN	["9792407_fullText_8"]		9792407
Basis	C1874451	MENTIONED_IN	["22170460_fullText_6"]		22170460
Basis	C1874451	MENTIONED_IN	["33835005_fullText_3"]		33835005
Basis	C1874451	MENTIONED_IN	["23296088_fullText_1"]		23296088
Basis	C1874451	MENTIONED_IN	["15557004_fullText_3"]		15557004
Basis	C1874451	MENTIONED_IN	["6820461_fullText_2"]		6820461
Basis	C1874451	MENTIONED_IN	["17693179_fullText_5"]		17693179
Basis	C1874451	MENTIONED_IN	["15369715_fullText_1"]		15369715
Basis	C1874451	MENTIONED_IN	["20678948_fullText_4"]		20678948
Basis	C1874451	MENTIONED_IN	["16158204_fullText_6"]		16158204
Basis	C1874451	MENTIONED_IN	["2446356_fullText_4"]		2446356
Basis	C1874451	MENTIONED_IN	["12561056_fullText_2","12561056_fullText_2","12561056_fullText_3"]		12561056
Basis	C1874451	MENTIONED_IN	["16091306_fullText_1","16091306_fullText_3"]		16091306
Basis	C1874451	MENTIONED_IN	["18036498_fullText_8"]		18036498
Basis	C1874451	MENTIONED_IN	["28274259_fullText_4"]		28274259
Basis	C1874451	MENTIONED_IN	["36292934_fullText_10"]		36292934
Basis	C1874451	MENTIONED_IN	["33198547_fullText_1"]		33198547
Basis	C1874451	MENTIONED_IN	["14654660_fullText_4"]		14654660
Basis	C1874451	MENTIONED_IN	["35810427_fullText_1"]		35810427
Basis	C1874451	MENTIONED_IN	["10980574_fullText_3","10980574_fullText_4"]		10980574
Basis	C1874451	MENTIONED_IN	["32023956_abstract_13"]		32023956
Basis	C1874451	MENTIONED_IN	["35199398_fullText_8"]		35199398
Basis	C1874451	MENTIONED_IN	["38212814_fullText_10","38212814_abstract_10"]		38212814
Basis	C1874451	MENTIONED_IN	["20487562_fullText_87"]		20487562
Basis	C1874451	MENTIONED_IN	["26114298_fullText_17"]		26114298
Basis	C1874451	MENTIONED_IN	["24039817_fullText_72"]		24039817
Basis	C1874451	MENTIONED_IN	["22427994_fullText_46"]		22427994
Basis	C1874451	MENTIONED_IN	["28582438_fullText_28"]		28582438
Basis	C1874451	MENTIONED_IN	["25630614_fullText_105"]		25630614
Basis	C1874451	MENTIONED_IN	["27484195_fullText_55"]		27484195
Basis	C1874451	MENTIONED_IN	["21283659_fullText_26"]		21283659
