Disease1	Disease1_id	RELATION	PROVENANCE	Disease2	Disease2_id
metabolic disturbance	C0746556	COEXISTS_WITH__SPEC__	["8411720_fullText_3"]	Pyruvate Dehydrogenase Complex Deficiency Disease	C0034345
metabolic disturbance	C0746556	COEXISTS_WITH	["8411720_fullText_3"]	Syndrome	C0039082
Diffuse Cerebral Sclerosis of Schilder	C0007795	IS_A		Multiple Sclerosis	C0026769
Menkes Kinky Hair Syndrome	C0022716	ISA	["21431621_fullText_5"]	Metabolic Diseases	C0025517
Menkes Kinky Hair Syndrome	C0022716	IS_A		Metal Metabolism, Inborn Errors	C0025534
Pearson's marrow-pancreas syndrome	C0342784	COEXISTS_WITH	["31479473_fullText_4"]	Sideroblastic anemia	C0002896
Pearson's marrow-pancreas syndrome	C0342784	COEXISTS_WITH	["31479473_fullText_4"]	Kearns-Sayre syndrome	C0022541
Pearson's marrow-pancreas syndrome	C0342784	ISA	["32059522_fullText_32"]	Syndrome	C0039082
Sideroblastic anemia	C0002896	IS_A		Aplastic Anemia	C0002874
Kidney Diseases	C0022658	COEXISTS_WITH	["22729865_fullText_8"]	Leigh Disease	C0023264
Kidney Diseases	C0022658	IS_A		Non-Neoplastic Urinary System Disorder	C1335051
MERRF Syndrome	C0162672	ISA	["37605213_fullText_1"]	Rare Diseases	C0678236
MERRF Syndrome	C0162672	IS_A		Mitochondrial Encephalomyopathies	C0162666
Proximal myopathy	C0410198	COEXISTS_WITH__SPEC__	["10382907_fullText_1"]	Dystrophia myotonica 2	C2931689
Guillain-Barre Syndrome	C0018378	COMPLICATES	["35114773_fullText_38"]	Severe Acute Respiratory Syndrome	C1175175
Neuromuscular Diseases	C0027868	COEXISTS_WITH	["37507215_fullText_5"]	Ptosis	C0033377
Neuromuscular Diseases	C0027868	COEXISTS_WITH	["22827830_fullText_93"]	Heart Diseases	C0018799
Neuromuscular Diseases	C0027868	COEXISTS_WITH	["23097601_fullText_14"]	Cardiomyopathies	C0878544
Neuromuscular Diseases	C0027868	COEXISTS_WITH	["30185236_fullText_4"]	Myotonic Dystrophy	C0027126
Neuromuscular Diseases	C0027868	CAUSES	["27763639_fullText_2"]	Muscular Atrophy	C0026846
Neuromuscular Diseases	C0027868	CAUSES	["11571880_fullText_6"]	Respiratory Failure	C1145670
Neuromuscular Diseases	C0027868	CAUSES	["16243623_fullText_3"]	Failure to Thrive	C0015544
Neuromuscular Diseases	C0027868	ISA	["3927876_fullText_7"]	Myotonic Dystrophy	C0027126
Neuromuscular Diseases	C0027868	ISA	["18602826_fullText_1"]	CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT	C1852502
Neuromuscular Diseases	C0027868	IS_A		Neuropathy	C0442874
Gastroenteritis	C0017160	IS_A		Digestive System Disorders	C0012242
Gastroenteritis	C0017160	COEXISTS_WITH	["23970718_fullText_16"]	Diabetes Mellitus, Insulin-Dependent	C0011854
Gastroenteritis	C0017160	COEXISTS_WITH	["23970718_fullText_16"]	Glutaric aciduria, type 1	C0268595
Gastroenteritis	C0017160	CAUSES	["23970718_fullText_16"]	catabolic state	C0853892
Septicemia	C0036690	CAUSES	["36056365_fullText_65"]	Acidosis, Lactic	C0001125
Septicemia	C0036690	ISA	["37047682_fullText_4","34319489_fullText_5","33213396_fullText_57"]	Inflammatory disorder	C1290884
Septicemia	C0036690	PREDISPOSES	["34182815_fullText_8"]	Pneumonia	C0032285
Septicemia	C0036690	PREDISPOSES	["35585021_fullText_10"]	Urinary tract infection	C0042029
Diabetes Mellitus	C0011849	COEXISTS_WITH	["36557887_fullText_100"]	Mitochondrial Diseases	C0751651
Diabetes Mellitus	C0011849	ISA	["32839582_fullText_7","30730841_fullText_3"]	Metabolic Diseases	C0025517
Diabetes Mellitus	C0011849	IS_A		Glucose Metabolism Disorders	C1257958
Liver Cirrhosis	C0023890	IS_A		Liver diseases	C0023895
Cranial nerve palsies	C0151311	IS_A		Cranial nerve diseases	C0010266
Bone Marrow Diseases	C0005956	IS_A		Hematological Disease	C0018939
Canavan Disease	C0206307	IS_A		Leukodystrophy	C0023520
Biotinidase Deficiency	C0220754	CAUSES	["2587127_fullText_1"]	Leigh Disease	C0023264
Biotinidase Deficiency	C0220754	IS_A		Multiple Carboxylase Deficiency	C0026755
Organic aciduria	C0241775	CAUSES	["28545977_fullText_1"]	Glutaric aciduria, type 1	C0268595
Varicosity	C0042345	IS_A		Other venous embolism & thrombosis	C0155774
Heart Diseases	C0018799	COEXISTS_WITH	["20627570_fullText_7","17217326_fullText_1"]	Muscular Dystrophy	C0026850
Heart Diseases	C0018799	COEXISTS_WITH	["11186144_fullText_2"]	Myopathy	C0026848
Heart Diseases	C0018799	COEXISTS_WITH	["24742887_fullText_6"]	Myotonic Dystrophy	C0027126
Heart Diseases	C0018799	COEXISTS_WITH	["22729865_fullText_8"]	Leigh Disease	C0023264
Heart Diseases	C0018799	COEXISTS_WITH	["34520843_fullText_13"]	Epilepsy	C0014544
Heart Diseases	C0018799	CAUSES	["29139025_fullText_72"]	Metabolic Diseases	C0025517
Heart Diseases	C0018799	ISA	["17575483_fullText_3"]	Cardiomyopathies	C0878544
Heart Diseases	C0018799	CAUSES__SPEC__	["29139025_fullText_72"]	Cholestasis	C0008370
Heart Diseases	C0018799	OCCURS_IN	["27854224_fullText_187"]	Myotonic Dystrophy	C0027126
Heart Diseases	C0018799	IS_A		Cardiovascular Diseases	C0007222
Ileus	C1258215	IS_A		Intestinal Obstruction	C0021843
Hyperlactatemia	C0795692	COEXISTS_WITH	["34625524_fullText_20"]	Atypical Mycobacteriosis, Familial	C3266863
Kidney Failure, Chronic	C0022661	IS_A		Kidney Failure	C0035078
Hydrocephalus	C0020255	COEXISTS_WITH	["24113355_fullText_1"]	Fukuyama Type Congenital Muscular Dystrophy	C0410174
Hydrocephalus	C0020255	COEXISTS_WITH	["11930273_fullText_1"]	Dandy-Walker Syndrome	C0010964
Hydrocephalus	C0020255	IS_A		Degenerative brain disorder	C0154671
Prion Diseases	C0162534	IS_A		Encephalopathies	C0085584
Lesch-Nyhan Syndrome	C0023374	ISA	["38154384_fullText_1"]	Rare Diseases	C0678236
Lesch-Nyhan Syndrome	C0023374	AFFECTS__SPEC__	["3696388_fullText_5"]	Leigh Disease	C0023264
Lesch-Nyhan Syndrome	C0023374	IS_A		Other disorders of purine and pyrimidine metabolism	C0029595
Immune System Diseases	C0021053	COEXISTS_WITH	["35232327_fullText_13"]	Septicemia	C0036690
Pellagra	C0030783	IS_A		Deficiency Diseases	C0011156
Hepatolenticular Degeneration	C0019202	COEXISTS_WITH	["38219193_fullText_6","38219193_abstract_6"]	Liver Failure, Acute	C0162557
Hepatolenticular Degeneration	C0019202	COEXISTS_WITH	["37507215_fullText_7"]	Kayser-Fleischer ring	C0152457
Hepatolenticular Degeneration	C0019202	COEXISTS_WITH	["38279525_fullText_3","38279525_abstract_3"]	Liver diseases	C0023895
Hepatolenticular Degeneration	C0019202	CAUSES	["37406734_fullText_2"]	Cirrhosis	C1623038
Hepatolenticular Degeneration	C0019202	CAUSES	["37565896_fullText_2"]	Liver Cirrhosis	C0023890
Hepatolenticular Degeneration	C0019202	IS_A		Metal Metabolism, Inborn Errors	C0025534
Phenylketonurias	C0031485	COEXISTS_WITH	["39153191_fullText_1"]	early pregnancy	C0747845
Phenylketonurias	C0031485	COEXISTS_WITH	["38184920_fullText_1"]	Hereditary Diseases	C0019247
Phenylketonurias	C0031485	COEXISTS_WITH	["11701254_fullText_1"]	Infantile spasms	C0037769
Phenylketonurias	C0031485	COEXISTS_WITH	["15914349_fullText_2","2731793_fullText_2"]	Chronic active hepatitis	C0520463
Phenylketonurias	C0031485	COEXISTS_WITH	["2235121_fullText_1"]	Lesch-Nyhan Syndrome	C0023374
Phenylketonurias	C0031485	COEXISTS_WITH	["31352540_fullText_3"]	Epilepsy	C0014544
Phenylketonurias	C0031485	COEXISTS_WITH	["15634735_fullText_9"]	Brain Diseases	C0006111
Phenylketonurias	C0031485	COEXISTS_WITH	["837563_fullText_4"]	Hyperphenylalaninaemia	C0751435
Phenylketonurias	C0031485	COEXISTS_WITH	["2198431_fullText_1"]	Maple Syrup Urine Disease	C0024776
Phenylketonurias	C0031485	COEXISTS_WITH	["18955797_fullText_1"]	Syndrome	C0039082
Phenylketonurias	C0031485	COEXISTS_WITH	["33824313_fullText_1","36791482_fullText_2","33824313_fullText_1","31883647_fullText_4","32593547_fullText_1","29032371_fullText_7","28645531_fullText_1","27173423_fullText_1","25920592_fullText_1","25338975_fullText_1","17924342_fullText_1","12655548_fullText_1","1978255_fullText_1"]	Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia	C3714844
Phenylketonurias	C0031485	CAUSES	["38714648_fullText_1"]	Metabolic Diseases	C0025517
Phenylketonurias	C0031485	CAUSES	["24055312_fullText_5"]	Obesity	C0028754
Phenylketonurias	C0031485	CAUSES	["26781416_fullText_1"]	Epilepsy	C0014544
Phenylketonurias	C0031485	CAUSES	["2105595_fullText_6"]	Leukoencephalopathies	C0270612
Phenylketonurias	C0031485	CAUSES	["17525666_fullText_1"]	Keratomalacia, bilateral	C2880387
Phenylketonurias	C0031485	CAUSES	["10720436_fullText_10"]	Hereditary Diseases	C0019247
Phenylketonurias	C0031485	CAUSES	["31053953_fullText_11","22951387_fullText_1"]	Syndrome	C0039082
Phenylketonurias	C0031485	CAUSES	["31053953_fullText_1"]	Embryopathies	C0013949
Phenylketonurias	C0031485	CAUSES	["6507498_fullText_4"]	Infantile Neuroaxonal Dystrophy	C0270724
Phenylketonurias	C0031485	CAUSES	["37105048_fullText_1","18447256_fullText_1","18184144_fullText_3","16319947_fullText_1","12208136_fullText_1","10875932_fullText_2","11175307_fullText_1","10203136_fullText_1"]	Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia	C3714844
Phenylketonurias	C0031485	CAUSES	["33055427_abstract_1","33055427_fullText_1","29948654_fullText_1","20830319_fullText_6","19627172_fullText_3","19323589_fullText_3","19172175_fullText_1","18932221_fullText_2","16043102_fullText_2","14743689_fullText_1"]	Hyperphenylalaninaemia	C0751435
Phenylketonurias	C0031485	ISA	["37162580_fullText_1","29436795_fullText_1","1303500_fullText_5"]	Congenital Disorders	C0242354
Phenylketonurias	C0031485	ISA	["35023679_fullText_1","33677757_fullText_1","33540516_fullText_2","29579554_fullText_1","21734610_fullText_1","10101919_fullText_1","7784915_fullText_1","7784915_fullText_5","2278380_fullText_6"]	Amino Acid Metabolism, Inborn Errors	C0002514
Phenylketonurias	C0031485	ISA	["37865339_fullText_1","37863349_fullText_1","37700622_fullText_1","37098607_fullText_1","36544165_fullText_1","36099998_fullText_1","35589496_fullText_1","35562278_fullText_1","35379539_fullText_1","34921666_fullText_1","34842989_fullText_1","34920737_fullText_1","33722205_fullText_1","33570037_fullText_1","32069237_fullText_1","31811806_fullText_1","31778858_fullText_1","31778858_fullText_7","31675115_fullText_1","32450880_fullText_1","31472069_fullText_1","31469949_fullText_1","31103398_fullText_1","30730841_fullText_1","30389586_fullText_1","29353259_fullText_1","29909188_fullText_1","29465562_fullText_1","29436795_fullText_1","29154227_fullText_1","28776207_fullText_1","28489557_fullText_1","28468253_fullText_1","28282402_fullText_1","28121442_fullText_1","28080075_fullText_1","27447460_fullText_1","27922243_fullText_1","27869385_fullText_1","27786189_fullText_7","27450222_fullText_1","27102170_fullText_1","26962957_fullText_1","25723866_fullText_1","25373594_fullText_1","24825084_fullText_1","24728166_fullText_1","24657198_fullText_1","24130151_fullText_1","23232760_fullText_1","22889463_fullText_1","22866986_fullText_1","22829083_fullText_2","22572109_fullText_1","22447154_fullText_1","21792031_fullText_1","21659675_fullText_1","21307867_fullText_1","20424903_fullText_1","20123478_fullText_1","20123463_fullText_1","20151197_fullText_1","20063067_fullText_1","19172175_fullText_1","19155540_fullText_1","19095795_fullText_1","18955797_fullText_1","18932221_fullText_1","18843667_fullText_1","18755275_fullText_1","17565982_fullText_4","17497567_fullText_1","17637719_fullText_1","16550150_fullText_1","16424613_fullText_1","16375590_fullText_1","16158204_fullText_3","16150627_fullText_1","16106856_fullText_6","15922970_fullText_1","15894518_fullText_5","15252232_fullText_1","15181195_fullText_1","15088800_fullText_1","15057263_fullText_1","14675567_fullText_2","14649732_fullText_1","12777691_fullText_1","12659216_fullText_4","12241016_fullText_1","12017998_fullText_1","11071072_fullText_1","11400788_fullText_1","9814366_fullText_2","9427141_fullText_1","8615352_fullText_4","8946176_fullText_3","7584088_fullText_3","8779621_fullText_1","2014036_fullText_1","1831695_fullText_1","1968617_fullText_1","2816939_fullText_1","6685863_fullText_1","604417_fullText_4"]	Metabolic Diseases	C0025517
Phenylketonurias	C0031485	ISA	["29153021_fullText_4"]	Non-Neoplastic Pediatric Disorder	C2982732
Phenylketonurias	C0031485	ISA	["37237386_fullText_1","25418970_fullText_1","19070110_fullText_1"]	Inborn Errors of Metabolism	C0025521
Phenylketonurias	C0031485	ISA	["38159545_fullText_1","37571317_fullText_1"]	Hereditary Diseases	C0019247
Phenylketonurias	C0031485	AFFECTS	["22992535_fullText_1"]	Right hypoplastic heart syndrome	C0344963
Phenylketonurias	C0031485	AFFECTS	["14960016_fullText_3"]	metabolic disturbance	C0746556
Phenylketonurias	C0031485	AFFECTS	["8648535_fullText_8"]	Phenylketonuria, Maternal	C0085547
Phenylketonurias	C0031485	PREDISPOSES	["26297129_fullText_1"]	Gingival Diseases	C0017563
Phenylketonurias	C0031485	PREDISPOSES	["15346830_fullText_7"]	Hyperphenylalaninaemia	C0751435
Phenylketonurias	C0031485	CAUSES__SPEC__	["15181195_fullText_1"]	Hypopigmentation disorder	C0162835
Phenylketonurias	C0031485	CAUSES__SPEC__	["25943030_fullText_1","24032682_fullText_1","19073163_fullText_1","18955797_fullText_1","18203898_fullText_1","15181195_fullText_1","15057263_fullText_1","8629090_fullText_1","1671881_fullText_1"]	Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia	C3714844
Phenylketonurias	C0031485	AFFECTS__SPEC__	["33491267_fullText_1"]	Epilepsy	C0014544
Phenylketonurias	C0031485	OCCURS_IN	["23896802_fullText_1"]	Chronic active hepatitis	C0520463
Phenylketonurias	C0031485	COEXISTS_WITH__SPEC__	["31094505_fullText_1"]	Congenital Disorders	C0242354
Phenylketonurias	C0031485	COEXISTS_WITH__SPEC__	["32679806_fullText_6","21307867_fullText_1","17968763_fullText_1"]	Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia	C3714844
Phenylketonurias	C0031485	COEXISTS_WITH__SPEC__	["20123463_fullText_1"]	brain dysfunction	C0262405
Phenylketonurias	C0031485	COEXISTS_WITH__SPEC__	["29909188_fullText_7"]	Leukoencephalopathies	C0270612
Phenylketonurias	C0031485	MANIFESTATION_OF	["7707686_fullText_1"]	Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia	C3714844
Phenylketonurias	C0031485	MANIFESTATION_OF	["31471952_fullText_6"]	brain dysfunction	C0262405
Subacute Sclerosing Panencephalitis	C0038522	IS_A		Virus Diseases	C0042769
Phenylketonuria II	C0268465	COEXISTS_WITH	["6696496_fullText_2"]	Hyperphenylalaninaemia	C0751435
Phenylketonuria II	C0268465	COEXISTS_WITH	["32022462_abstract_6","32022462_fullText_6"]	Metabolic Diseases	C0025517
Phenylketonuria II	C0268465	CAUSES	["7452296_fullText_4","571268_fullText_1"]	Phenylketonurias	C0031485
Phenylketonuria II	C0268465	CAUSES	["10429818_fullText_2","3222065_fullText_1","2433499_fullText_1","7367090_fullText_1","28230_fullText_4"]	Hyperphenylalaninaemia	C0751435
Phenylketonuria II	C0268465	CAUSES	["22325981_fullText_5","14705166_fullText_1"]	Hyperphenylalaninemia, Non-Phenylketonuric	C0751436
Phenylketonuria II	C0268465	ISA	["26817292_fullText_1"]	Metabolic Diseases	C0025517
Phenylketonuria II	C0268465	ISA	["17627389_fullText_2","7194400_fullText_2"]	Phenylketonurias	C0031485
Phenylketonuria II	C0268465	ISA	["2433499_fullText_1","6225873_fullText_2"]	Hyperphenylalaninaemia	C0751435
Phenylketonuria II	C0268465	ISA	["9219069_fullText_3","8518287_fullText_1"]	Hereditary Diseases	C0019247
Ocular Motility Disorders	C0028850	IS_A		Cranial nerve diseases	C0010266
Congenital nystagmus	C0700501	IS_A		Nystagmus	C0028738
Sleep Apnea, Central	C0520680	IS_A		Sleep Apnea Syndromes	C0037315
Nephritis, Interstitial	C0027707	IS_A		Nephritis	C0027697
Telangiectasis	C0039446	IS_A		Peripheral angiopathy in diseases classified elsewhere	C0031115
Internuclear Ophthalmoplegia	C0152134	IS_A		Other specified strabismus	C0029831
Hypertensive disease	C0020538	COEXISTS_WITH	["37507215_fullText_3"]	Retinal Diseases	C0035309
Hypertensive disease	C0020538	COEXISTS_WITH	["37507215_fullText_3"]	Dyslipidemias	C0242339
Hypertensive disease	C0020538	COEXISTS_WITH	["37262049_fullText_7"]	Chronic Obstructive Airway Disease	C0024117
Hypertensive disease	C0020538	COEXISTS_WITH	["35157531_fullText_4"]	Coronary Arteriosclerosis	C0010054
Hypertensive disease	C0020538	COEXISTS_WITH	["35848359_fullText_1"]	Diabetes	C0011847
Hypertensive disease	C0020538	COEXISTS_WITH	["35157531_fullText_4"]	Heart failure	C0018801
Hypertensive disease	C0020538	CAUSES	["36017016_fullText_1","36604473_fullText_1"]	Cardiovascular Diseases	C0007222
Hypertensive disease	C0020538	CAUSES	["36604473_fullText_1"]	Heart failure	C0018801
Hypertensive disease	C0020538	ISA	["36058586_fullText_1","33884761_fullText_1","34112223_fullText_1","36604473_fullText_1","37127250_fullText_10","28915272_fullText_7"]	Cardiovascular Diseases	C0007222
Hypertensive disease	C0020538	AFFECTS	["35998751_fullText_7"]	cardiovascular risk factor	C0850624
Hypertensive disease	C0020538	AFFECTS	["36604473_fullText_6"]	Heart failure	C0018801
Hypertensive disease	C0020538	PREDISPOSES	["35196379_fullText_9"]	Alzheimer's Disease	C0002395
Hypertensive disease	C0020538	ASSOCIATED_WITH__SPEC__	["9810562_fullText_2"]	Leigh Disease	C0023264
Left Ventricular Hypertrophy	C0149721	COEXISTS_WITH	["9588538_fullText_6"]	Myotonic Dystrophy	C0027126
Left Ventricular Hypertrophy	C0149721	PREDISPOSES	["27484195_fullText_4"]	Heart failure	C0018801
Pericardial effusion	C0031039	CAUSES	["4058432_fullText_1"]	Cardiac Tamponade	C0007177
Cardiac Tamponade	C0007177	IS_A		Pericardial effusion	C0031039
Severe malnutrition	C0311276	CAUSES	["21824796_fullText_3"]	nervous system disorder	C0027765
Severe malnutrition	C0311276	CAUSES	["21516352_fullText_1","17146735_fullText_1"]	Phenylketonurias	C0031485
Severe malnutrition	C0311276	CAUSES	["37863349_fullText_1"]	Metabolic Diseases	C0025517
Severe malnutrition	C0311276	CAUSES	["19625251_fullText_2"]	Neurodegenerative Disorders	C0524851
Severe malnutrition	C0311276	CAUSES	["29235064_fullText_1","22578804_fullText_1"]	Hereditary Diseases	C0019247
Severe malnutrition	C0311276	CAUSES__SPEC__	["37863349_fullText_1","20226470_fullText_1"]	Phenylketonurias	C0031485
Neuronal Ceroid-Lipofuscinoses	C0027877	IS_A		Other disorders of lipoid metabolism	C0029591
Neuronal Ceroid-Lipofuscinoses	C0027877	COEXISTS_WITH	["19760908_fullText_3"]	Epilepsies, Myoclonic	C0014550
Neuronal Ceroid-Lipofuscinoses	C0027877	COEXISTS_WITH	["3977645_fullText_3"]	Leukoencephalopathies	C0270612
Bronchopneumonia	C0006285	IS_A		Pneumonia	C0032285
Methylmalonic acidemia	C0268583	ISA	["32058304_abstract_1"]	Rare Diseases	C0678236
Meningitis, Bacterial	C0085437	IS_A		Meningitis	C0025289
Early myoclonic encephalopathy	C0270855	COEXISTS_WITH	["12597051_fullText_5"]	Metabolic Diseases	C0025517
Early myoclonic encephalopathy	C0270855	COEXISTS_WITH	["12597051_fullText_5"]	EPILEPSY, PYRIDOXINE-DEPENDENT	C1849508
LAURIN-SANDROW SYNDROME	C1851100	IS_A		Dysostoses	C0013393
Primary disease	C0277554	COEXISTS_WITH	["9073033_fullText_3"]	Leigh Disease	C0023264
Primary disease	C0277554	CAUSES	["35055180_fullText_156"]	Respiratory Failure	C1145670
Primary disease	C0277554	CAUSES	["35829818_fullText_1"]	Parkinsonian Disorders	C0242422
endothelial dysfunction	C0856169	CAUSES	["11524211_fullText_4"]	Syndrome	C0039082
endothelial dysfunction	C0856169	CAUSES	["36543208_fullText_41"]	Mitochondrial Myopathies	C0162670
endothelial dysfunction	C0856169	CAUSES	["36543208_fullText_41"]	Acidosis, Lactic	C0001125
endothelial dysfunction	C0856169	CAUSES	["36543208_fullText_41"]	Encephalopathies	C0085584
endothelial dysfunction	C0856169	PREDISPOSES	["35944740_fullText_2"]	Arteriosclerotic cardiovascular disease, NOS	C3665365
Diabetes Mellitus, Insulin-Dependent	C0011854	AFFECTS	["14960016_fullText_3"]	metabolic disturbance	C0746556
Diabetes Mellitus, Insulin-Dependent	C0011854	PREDISPOSES	["26297129_fullText_1"]	Gingival Diseases	C0017563
Diabetes Mellitus, Insulin-Dependent	C0011854	IS_A		Diabetes Mellitus	C0011849
Upper Respiratory Infections	C0041912	COEXISTS_WITH	["35713182_fullText_7"]	Arthropathy associated with infection	C0157749
Upper Respiratory Infections	C0041912	COEXISTS_WITH	["35713182_fullText_7"]	Soft Tissue Infections	C0149778
Glucocorticoid-remediable aldosteronism	C1260386	AFFECTS	["24488205_fullText_10"]	Phenylketonurias	C0031485
Mendelian disorders	C1285355	CAUSES	["10858866_fullText_3"]	Cardiac defects	C0741916
