Gene1	Gene1_id	RELATION	PROVENANCE	Gene2	Gene2_id
NPPA gene	C1417807	COEXISTS_WITH	["23586035_fullText_64"]	PGD gene	C1418504
KCNN3 gene	C1416610	STIMULATES	["34146957_fullText_4"]	P2RY1 gene	C1418217
SLC2A1 gene	C1335837	COEXISTS_WITH	["27725718_fullText_67"]	PMM2 gene	C1418674
SLC2A1 gene	C1335837	STIMULATES	["34982973_fullText_6"]	PHLPP1 gene	C1538638
MSLN gene	C1334533	STIMULATES	["33901873_fullText_5"]	DRD2 gene	C1333253
ATP6AP1 gene	C1412687	STIMULATES	["10562279_fullText_34"]	LGALS4 gene	C1416832
ETV3 gene	C0812270	higher_than	["30944903_fullText_15","30944903_fullText_16"]	ETV3 gene	C0812270
ETV3 gene	C0812270	compared_with	["30944903_fullText_15","30944903_fullText_16"]	ETV3 gene	C0812270
KRT5 wt Allele	C3810570	higher_than	["35751619_fullText_6"]	KRT5 wt Allele	C3810570
KRT5 wt Allele	C3810570	compared_with	["35751619_fullText_6"]	KRT5 wt Allele	C3810570
INDUCIBLE cAMP EARLY REPRESSOR	C1852403	compared_with	["35993729_fullText_4"]	INDUCIBLE cAMP EARLY REPRESSOR	C1852403
FBXL20 gene	C1539487	INHIBITS	["35186114_fullText_3"]	SLC33A1 gene	C1412113
CACNA1S gene	C1413064	COEXISTS_WITH	["24293317_fullText_15"]	MBNL1 gene	C1417055
CACNA1S gene	C1413064	PRODUCES	["24293317_fullText_24"]	MBNL1 gene	C1417055
SLC6A4 wt Allele	C3814032	ISA	["37792512_fullText_2"]	SLC6A4 gene	C1420214
EIF2AK3 gene	C1414326	COEXISTS_WITH	["21737679_fullText_136"]	ELF4 gene	C1414377
P2RX4 gene	C1418213	INHIBITS	["35165166_fullText_7"]	P2RX7 gene	C1418215
P2RX4 gene	C1418213	INHIBITS	["35165166_fullText_7"]	P2RY11 gene	C1418218
CFTR gene	C1413365	PRODUCES	["9720270_fullText_2"]	Alleles	C0002085
AMH wt Allele	C3538735	STIMULATES	["36104681_fullText_9"]	SLC2A4 gene	C1420175
AMH wt Allele	C3538735	STIMULATES	["36104681_fullText_9"]	BAX gene	C0812198
AMH wt Allele	C3538735	STIMULATES	["36104681_fullText_9"]	BCL2 gene	C0376515
VIPR1 gene	C1336936	COEXISTS_WITH	["33849096_fullText_6"]	FUT3 gene	C1414864
NR1H4 gene	C1417825	STIMULATES	["27469511_fullText_6","27469511_fullText_79"]	FGF19 gene	C1414603
GPX4 gene	C1415278	STIMULATES	["36853491_fullText_10"]	NPDC1 gene	C1417778
GYPE gene	C1415376	compared_with	["34849584_fullText_199"]	NDUFS4 gene	C1417647
GYPE gene	C1415376	compared_with	["33730374_fullText_5"]	GYPE gene	C1415376
PEX1 gene	C1418469	COEXISTS_WITH	["29773809_fullText_85"]	PEX13 gene	C1418474
PEX1 gene	C1418469	COEXISTS_WITH	["9922452_fullText_13"]	PEX12 gene	C1418473
PEX1 gene	C1418469	COEXISTS_WITH	["32214787_fullText_68"]	PEX6 gene	C1418478
PEX1 gene	C1418469	COEXISTS_WITH	["16088892_fullText_11","21669930_fullText_61"]	PHEX gene	C1418526
PEX1 gene	C1418469	INHIBITS	["32368833_fullText_26"]	CEL gene	C1413336
PEX1 gene	C1418469	INHIBITS	["32368833_fullText_35"]	PHEX gene	C1418526
PEX1 gene	C1418469	PRODUCES	["32368833_fullText_26"]	ABCD3 gene	C1412090
PEX1 gene	C1418469	compared_with	["32368833_fullText_29"]	PEX14 gene	C1418475
PEX1 gene	C1418469	compared_with	["35741019_fullText_14"]	Alleles	C0002085
PENK gene	C1418457	STIMULATES	["36362437_fullText_5"]	OPRD1 gene	C1417962
PENK gene	C1418457	STIMULATES	["36362437_fullText_5"]	CFP gene	C1418482
CACNA1B gene	C1413056	PRODUCES	["35944919_fullText_4"]	Wild Type	C1883559
ITCH gene	C1422257	COEXISTS_WITH	["39320846_fullText_107"]	ALYREF gene	C1425988
SLC5A7 gene	C1422359	compared_with	["36810148_fullText_6"]	GTS gene	C1415353
SH2D1A gene	C1420017	INHIBITS	["36076020_fullText_7"]	SLC6A4 gene	C1420214
SH2D1A gene	C1420017	INTERACTS_WITH	["36076020_fullText_4","36076020_fullText_10"]	SLC6A4 gene	C1420214
ZNF77 gene	C1421834	STIMULATES	["33315951_fullText_62"]	NGLY1 gene	C1425023
GRIK2 gene	C1415294	COEXISTS_WITH	["24594605_fullText_3"]	GCDH gene	C1415009
CHRNA4 gene	C1413404	PRODUCES	["37366076_fullText_6"]	CHRNA6 gene	C1423867
BIN1 gene	C1332412	COEXISTS_WITH	["31449669_fullText_3"]	DPAGT1 gene	C1414133
BIN1 gene	C1332412	COEXISTS_WITH	["31449669_fullText_3"]	GFPT1 gene	C1415046
BIN1 gene	C1332412	COEXISTS_WITH	["31449669_fullText_3"]	PDCD6 gene	C1418406
BIN1 gene	C1332412	COEXISTS_WITH	["31449669_fullText_3"]	ALG14 gene	C1823173
BIN1 gene	C1332412	COEXISTS_WITH	["31449669_fullText_3"]	COL13A1 gene	C1413573
BIN1 gene	C1332412	COEXISTS_WITH	["31449669_fullText_3"]	DOK7 gene	C1824957
WAS wt Allele	C1705616	STIMULATES	["37644761_fullText_4"]	CNR1 gene	C1413554
PSAT1 wt Allele	C3810537	compared_with	["35993729_fullText_4"]	INDUCIBLE cAMP EARLY REPRESSOR	C1852403
HRH1 gene	C1439351	COEXISTS_WITH	["36165929_fullText_7"]	SLC7A11 gene	C1420222
F10 gene	C1414497	PRODUCES	["20959636_fullText_123"]	PEX13 gene	C1418474
SLC7A11 gene	C1420222	COEXISTS_WITH	["39231983_fullText_166"]	SLC3A2 gene	C1420192
WNK1 gene	C1538110	STIMULATES	["36151370_fullText_1"]	OSR1 gene	C1418191
WNK1 gene	C1538110	STIMULATES	["36151370_fullText_1"]	STK39 gene	C1425045
WNK1 wt Allele	C3538798	INTERACTS_WITH	["36151370_fullText_8","36151370_fullText_9"]	GSK3B gene	C1415321
LHX8 gene	C1825812	STIMULATES	["36151370_fullText_5"]	OSR1 gene	C1418191
MRAS gene	C1367476	INHIBITS	["36928271_fullText_3"]	SMR3B gene	C1539794
MRAS gene	C1367476	INHIBITS	["35672114_fullText_5"]	MSLN gene	C1334533
AIFM1 gene	C1826618	STIMULATES	["28456629_fullText_18"]	TFAM gene	C1420696
TMEM173 gene	C1823437	COEXISTS_WITH	["35406718_fullText_204","35406718_fullText_205"]	NGLY1 gene	C1425023
IDO1 gene	C1416433	STIMULATES	["36089660_fullText_11"]	TPH1 gene	C1420870
IL9 wt Allele	C1708439	STIMULATES	["34647283_fullText_7"]	HRH1 gene	C1439351
OPN4 gene	C1422657	compared_with	["34838844_fullText_7"]	OPN4 gene	C1422657
LGMN gene	C1456349	INHIBITS	["34838642_fullText_5","34838642_fullText_8"]	TLR4 gene	C1336636
ALYREF gene	C1425988	INHIBITS	["39320846_fullText_78"]	MMP2 gene	C1334522
DNASE1L3 gene	C1414110	COEXISTS_WITH	["38071490_fullText_1"]	GBA gene	C1414998
MAP3K7 gene	C1334477	INHIBITS	["35409346_fullText_6"]	JUN gene	C0162508
SULT gene	C1328027	STIMULATES	["35405201_fullText_6"]	SULT1A1 gene	C1420514
SLC35A2 gene	C1420188	COEXISTS_WITH	["34161696_fullText_4","30746764_fullText_1"]	Genes, X-Linked	C0678928
SLC35A2 gene	C1420188	STIMULATES	["35405201_fullText_6"]	SULT1A1 gene	C1420514
DHDDS gene	C1427027	COEXISTS_WITH	["27343064_fullText_7"]	Candidate Disease Gene	C1332838
CHRNA1 gene	C1413401	COEXISTS_WITH	["18252226_fullText_4"]	RAPSN gene	C1419271
CHRNA1 gene	C1413401	COEXISTS_WITH	["20157724_fullText_4"]	CHRNE gene	C1413412
MIR137 gene	C1537790	INHIBITS	["37783412_fullText_9"]	MGLL gene	C1442515
MIR137 gene	C1537790	COEXISTS_WITH	["35393444_fullText_15"]	SHH gene	C1335824
RAP1A gene	C1335590	PRODUCES	["35370486_fullText_7"]	RAP1B gene	C1419266
RAP1A gene	C1335590	compared_with	["35370486_fullText_5"]	RAP1B gene	C1419266
RAP1A gene	C1335590	COEXISTS_WITH	["35370486_fullText_11"]	RAP1B gene	C1419266
MAP2 gene	C1417006	COEXISTS_WITH	["32259258_fullText_44"]	NGLY1 gene	C1425023
DR1 gene	C1333247	INHIBITS	["36437472_fullText_14"]	MSN gene	C1417371
ATG5 wt Allele	C3541260	COEXISTS_WITH	["21846392_fullText_18"]	PEX1 gene	C1418469
MAP6 gene	C1417022	INHIBITS	["21567201_fullText_2"]	MAP2 gene	C1417006
HHAT gene	C1539668	STIMULATES	["31615832_fullText_151"]	NGLY1 gene	C1425023
ITGA2B wt Allele	C2697657	COEXISTS_WITH	["11243094_fullText_4"]	PAH gene	C1418251
CHRNE gene	C1413412	COEXISTS_WITH	["20562457_fullText_2"]	CHRNA1 gene	C1413401
CHRNE gene	C1413412	COEXISTS_WITH	["20562457_fullText_2"]	CHRNB1 gene	C1413407
CHRNE gene	C1413412	COEXISTS_WITH	["20562457_fullText_2"]	DOK7 gene	C1824957
CHRNE gene	C1413412	COEXISTS_WITH	["20562457_fullText_2"]	COLQ gene	C1413603
COLQ gene	C1413603	COEXISTS_WITH	["26327126_fullText_2"]	FAM64A gene	C1825121
COLQ gene	C1413603	COEXISTS_WITH	["25557462_fullText_4"]	DMD gene	C1414083
GMPPB gene	C1539586	COEXISTS_WITH	["31449669_fullText_3"]	GFPT1 gene	C1415046
GMPPB gene	C1539586	COEXISTS_WITH	["31449669_fullText_3"]	PDCD6 gene	C1418406
GMPPB gene	C1539586	COEXISTS_WITH	["31449669_fullText_3"]	ALG14 gene	C1823173
GMPPB gene	C1539586	COEXISTS_WITH	["31449669_fullText_3"]	DOK7 gene	C1824957
GMPPB gene	C1539586	COEXISTS_WITH	["31449669_fullText_3"]	DPAGT1 gene	C1414133
GMPPB gene	C1539586	COEXISTS_WITH	["31449669_fullText_3"]	COL13A1 gene	C1413573
GMPPB gene	C1539586	COEXISTS_WITH	["35211808_fullText_5"]	ALG3 gene	C1427879
DOK7 gene	C1824957	COEXISTS_WITH	["37646703_fullText_4"]	CHRNE gene	C1413412
DOK7 gene	C1824957	COEXISTS_WITH	["26501342_fullText_6"]	MT-ND5 gene	C1537994
SLC25A1 gene	C1420150	COEXISTS_WITH	["33397003_fullText_3"]	mutant gene	C0678941
SLC22A3 wt Allele	C3812262	COEXISTS_WITH	["25630614_fullText_199"]	RBFOX2 gene	C1419304
SLC22A3 wt Allele	C3812262	INHIBITS	["35743206_fullText_6"]	CDH1 gene	C0694872
ENGASE gene	C2681929	COEXISTS_WITH	["34120625_fullText_35"]	NGLY1 gene	C1425023
RCAN2 gene	C1414161	COEXISTS_WITH	["31927669_abstract_2"]	PTGIS gene	C1419071
RCAN2 gene	C1414161	INHIBITS	["31927669_abstract_2"]	CNN1 gene	C1413550
KCNQ2 gene	C1416614	COEXISTS_WITH	["34878647_fullText_8","34878647_fullText_9"]	NLRP1 wt Allele	C3538756
ALDH1L1 gene	C1538259	COEXISTS_WITH	["35792828_fullText_72"]	S100B gene	C1419790
ADCYAP1R1 gene	C1412229	COEXISTS_WITH	["33849096_fullText_6"]	FUT3 gene	C1414864
SGCE gene	C1420008	COEXISTS_WITH	["33832800_fullText_5"]	GCH1 gene	C1415012
GCH1 gene	C1415012	COEXISTS_WITH	["33832800_fullText_5"]	SGCE gene	C1420008
ANTXR1 wt Allele	C3540546	COEXISTS_WITH	["37604084_fullText_19"]	PTS gene	C1419129
ANTXR1 wt Allele	C3540546	INTERACTS_WITH	["34210973_fullText_1","34210973_fullText_6"]	DDR1 gene	C1333206
STS gene	C1420490	INHIBITS	["34737148_fullText_7"]	HHEX gene	C1415537
DIO2 gene	C1414052	compared_with	["33974399_fullText_4"]	DIO2 gene	C1414052
DBH gene	C1413916	STIMULATES	["36362437_fullText_6"]	SLC6A2 gene	C1420212
PTGIS gene	C1419071	PRODUCES	["34288015_fullText_13"]	PTGDS gene	C1419060
CHL1 gene	C1413393	STIMULATES	["33930757_fullText_3"]	ITGB3 gene	C1416498
RAD51 gene	C1419240	STIMULATES	["39320846_fullText_59"]	ALYREF gene	C1425988
ATF3 gene	C1412616	STIMULATES	["33932119_fullText_13"]	AKR1A1 wt Allele	C3715044
MIR155 gene	C1537811	INHIBITS	["33877664_fullText_4"]	MALAT1 gene	C1537647
DDX6 gene	C0812257	COEXISTS_WITH	["24792155_fullText_5","24792155_fullText_118","24792155_fullText_128"]	DMPK gene	C1414085
DDX6 gene	C0812257	COEXISTS_WITH	["24792155_fullText_85"]	Wild Type	C1883559
DDX6 gene	C0812257	STIMULATES	["24792155_fullText_126"]	STAU1 gene	C1823131
DDX6 gene	C0812257	STIMULATES	["24792155_fullText_5"]	DMPK gene	C1414085
RAC1 gene	C1419227	COEXISTS_WITH	["34117630_fullText_3"]	REG3A wt Allele	C3538851
RAC1 gene	C1419227	COEXISTS_WITH	["34117630_fullText_3"]	OLFM1 gene	C1424808
RAC1 gene	C1419227	COEXISTS_WITH	["34117630_fullText_3","34117630_fullText_6"]	CFP gene	C1418482
DNER gene	C1824952	compared_with	["35598425_fullText_2","35598425_fullText_3"]	CTRL gene	C1413809
DNER gene	C1824952	INHIBITS	["34117630_fullText_4"]	ADRB1 gene	C1439273
DRD2 wt Allele	C1707622	STIMULATES	["36446928_fullText_4"]	LRP2 wt Allele	C3811119
AMPH gene	C1332086	COEXISTS_WITH	["34515205_fullText_5"]	Wild Type	C1883559
AMPH gene	C1332086	INHIBITS	["34515205_fullText_3"]	SLC6A3 wt Allele	C3813713
AMPH gene	C1332086	COEXISTS_WITH	["34515205_fullText_5"]	SLC6A3 wt Allele	C3813713
AMPH gene	C1332086	STIMULATES	["34906999_fullText_8"]	SLC6A3 wt Allele	C3813713
MT1G wt Allele	C3540571	COEXISTS_WITH	["34849584_fullText_297"]	NDUFS4 gene	C1417647
PTS gene	C1419129	COEXISTS_WITH	["30001213_fullText_6"]	QDPR gene	C1419182
PTS gene	C1419129	compared_with	["34000119_fullText_3"]	UGT8 wt Allele	C3814377
ACLY gene	C1412125	STIMULATES	["37245336_fullText_7"]	DCX gene	C1413938
TYRO3 wt Allele	C1705701	COEXISTS_WITH	["35889329_fullText_10"]	HMOX1 gene	C1415619
ACTA1 gene	C1412136	compared_with	["26908607_fullText_58"]	DMPK gene	C1414085
ACTA1 gene	C1412136	compared_with	["26908607_fullText_31"]	ACTA1 gene	C1412136
ACTA1 gene	C1412136	higher_than	["26908607_fullText_58"]	DMPK gene	C1414085
KLKB1 gene	C1416681	compared_with	["32147747_fullText_55"]	KRT10 gene	C1416714
SMPD1 wt Allele	C3539725	COEXISTS_WITH	["31941852_abstract_3"]	SMPD1 gene	C1420259
CLIP1 gene	C1824746	compared_with	["36610312_fullText_4"]	CLIP1 gene	C1824746
CHRND gene	C1413411	COEXISTS_WITH	["18252226_fullText_4"]	RAPSN gene	C1419271
SMN1 gene	C1420257	COEXISTS_WITH	["35948834_fullText_11"]	AGRN gene	C1412285
PPCS gene	C1826654	COEXISTS_WITH	["32033912_abstract_4"]	NPC1 gene	C1417776
LOR gene	C1416897	compared_with	["36128717_fullText_42"]	LOR gene	C1416897
LOR gene	C1416897	PRODUCES	["36128717_fullText_25"]	AASS gene	C1424938
ARHGAP35 gene	C1415304	STIMULATES	["37887276_fullText_4"]	RHOA gene	C0812234
EN2 gene	C1414396	CONVERTS_TO	["38332227_fullText_129"]	CEL gene	C1413336
VIM gene	C1421451	COEXISTS_WITH	["35792828_fullText_72"]	S100B gene	C1419790
VIM gene	C1421451	COEXISTS_WITH	["35743206_fullText_9"]	TBX1 wt Allele	C2699751
ARHGAP9 gene	C1422424	INHIBITS	["36768608_fullText_5"]	CEL gene	C1413336
SNORD50A gene	C1822955	COEXISTS_WITH	["35908667_fullText_8"]	MBNL1 gene	C1417055
PPP4C gene	C1418850	STIMULATES	["37633178_fullText_1"]	PTPRD gene	C1419114
SMR3B gene	C1539794	compared_with	["26940433_fullText_68"]	LGALS4 gene	C1416832
GPR37 gene	C1415231	PRODUCES	["38256016_fullText_8","38256016_abstract_8"]	NLRP1 wt Allele	C3538756
HTR2A wt Allele	C1708300	ISA	["37419849_fullText_4"]	HTR2A gene	C1415809
RBM5 gene	C1419301	higher_than	["37386933_fullText_9"]	ZBTB12 gene	C1538148
RBM5 gene	C1419301	COEXISTS_WITH	["37386933_fullText_9"]	ZBTB12 gene	C1538148
RBM5 gene	C1419301	compared_with	["37386933_fullText_9"]	ZBTB12 gene	C1538148
RBM5 gene	C1419301	INHIBITS	["34800583_fullText_5"]	GPER1 gene	C1415223
STT3A gene	C1823138	INHIBITS	["25135935_fullText_18"]	MAGT1 gene	C2239666
STT3A gene	C1823138	compared_with	["37848450_fullText_19"]	STT3B gene	C1823139
STT3A gene	C1823138	COEXISTS_WITH	["23842455_fullText_3"]	STT3B gene	C1823139
MEF2C gene	C1417102	INHIBITS	["24412363_fullText_6"]	MYEF2 gene	C1425192
GNE gene	C1428183	COEXISTS_WITH	["29497882_fullText_54"]	VPS13B gene	C1540183
SIRT2 gene	C1420071	INHIBITS	["37012886_fullText_9"]	S1PR1 gene	C1414253
DAD1 gene	C1413900	COEXISTS_WITH	["37848450_fullText_43"]	SCARNA5 gene	C1822629
MIXL1 gene	C1421951	PRODUCES	["26908607_fullText_58"]	DMPK gene	C1414085
MIXL1 gene	C1421951	PRODUCES	["26908607_fullText_58"]	ACTA1 gene	C1412136
GAPDH gene	C1414968	COEXISTS_WITH	["24792155_fullText_100"]	DDX6 gene	C0812257
GAPDH gene	C1414968	ISA	["30135079_fullText_131"]	Genome	C0017428
GAPDH gene	C1414968	PRODUCES	["31968060_fullText_78"]	MBNL1 gene	C1417055
GAPDH gene	C1414968	compared_with	["24792155_fullText_100"]	DMPK gene	C1414085
GAPDH gene	C1414968	same_as	["24792155_fullText_100"]	DMPK gene	C1414085
ADCY5 gene	C1412224	COEXISTS_WITH	["37733758_fullText_7"]	PRKAA2 gene	C1418898
LMO1 gene	C1416881	COEXISTS_WITH	["37183823_fullText_5"]	NUMBL gene	C1417891
QDPR gene	C1419182	COEXISTS_WITH	["37818795_fullText_5"]	PTS gene	C1419129
SAMD4A gene	C1826968	INHIBITS	["23637619_fullText_10","23637619_fullText_42","23637619_fullText_44","23637619_fullText_46","23637619_fullText_126"]	EIF2S1 wt Allele	C3539639
SAMD4A gene	C1826968	INTERACTS_WITH	["23637619_fullText_37","23637619_fullText_39"]	EIF2S1 wt Allele	C3539639
SAMD4A gene	C1826968	COEXISTS_WITH	["23637619_fullText_92"]	LGALS4 gene	C1416832
SAMD4A gene	C1826968	INHIBITS	["23637619_fullText_55"]	CELF1 gene	C1413824
SAMD4A gene	C1826968	INTERACTS_WITH	["23637619_fullText_9","23637619_fullText_43","23637619_fullText_118"]	CELF1 gene	C1413824
SAMD4A gene	C1826968	compared_with	["23637619_fullText_29"]	CELF1 gene	C1413824
CIDEA gene	C1413421	STIMULATES	["36260113_fullText_4"]	UCP1 gene	C1421313
MYOD1 gene	C1417574	STIMULATES	["27030674_fullText_65","26908607_fullText_129"]	DMPK gene	C1414085
MYOD1 gene	C1417574	PRODUCES	["12427866_fullText_21"]	MYF5 gene	C1417532
ATG5 gene	C1825497	STIMULATES	["28456629_fullText_16"]	TFEB gene	C1420699
ATG5 gene	C1825497	INHIBITS	["27165717_fullText_64"]	SIRT1 gene	C1423062
PRRT2 gene	C1826724	INTERACTS_WITH	["34997978_fullText_4","34997978_fullText_8"]	GRIA1 gene	C1415287
PRRT2 gene	C1826724	INHIBITS	["34997978_fullText_5"]	GRIA1 gene	C1415287
SYNGAP1 gene	C1420546	COEXISTS_WITH	["36614142_fullText_8"]	CFP gene	C1418482
AKT1S1 gene	C1428707	STIMULATES	["28588248_fullText_16"]	AKT2 gene	C0812230
AKT1S1 gene	C1428707	higher_than	["34943782_fullText_159"]	AKT1S1 gene	C1428707
AKT1S1 gene	C1428707	COEXISTS_WITH	["32629928_fullText_159"]	COG8 gene	C1425655
AKT1S1 gene	C1428707	COEXISTS_WITH	["32629928_fullText_159"]	COG4 gene	C1425652
AKT1S1 gene	C1428707	COEXISTS_WITH	["32629928_fullText_159"]	COG1 gene	C1416821
AKT1S1 gene	C1428707	compared_with	["34943782_fullText_159"]	AKT1S1 gene	C1428707
GPC4 gene	C1415196	INHIBITS	["34748756_fullText_4"]	NTN1 gene	C1334908
FKBP5 gene	C1414627	PRODUCES	["38227368_fullText_37"]	ATXN3 gene	C1538301
SNCB gene	C1420278	STIMULATES	["36362437_fullText_6"]	SLC6A2 gene	C1420212
DOC2A gene	C1414126	COEXISTS_WITH	["36142117_fullText_14"]	LINC01155 gene	C3812627
DOC2A gene	C1414126	compared_with	["36142117_fullText_11"]	DOC2A gene	C1414126
UNC13B gene	C1421356	PRODUCES	["36142117_fullText_11"]	DOC2A gene	C1414126
AIFM3 gene	C1826620	compared_with	["36130594_fullText_4"]	CACNA1H gene	C1413062
DEGS1 gene	C1539265	COEXISTS_WITH	["37480112_fullText_1"]	ARSA gene	C1412553
MGEA5 gene	C1417143	INHIBITS	["32080367_fullText_79"]	OGT gene	C1417945
PVR gene	C1419141	INHIBITS	["1612584_fullText_2"]	ERCC1 gene	C1333355
PSMD6 gene	C1419037	compared_with	["30059502_fullText_298"]	TFAM gene	C1420696
KCNIP2 gene	C1423552	INTERACTS_WITH	["35508186_fullText_6","35508186_fullText_7"]	KCND2 gene	C1416561
PTBP1 gene	C1419054	COEXISTS_WITH	["25630614_fullText_202"]	ALYREF gene	C1425988
NTM gene	C1842796	COEXISTS_WITH	["39388898_fullText_4"]	Wild Type	C1883559
RHOJ gene	C1412532	STIMULATES	["35163302_fullText_2"]	HRH4 gene	C1424950
ALG14 gene	C1823173	COEXISTS_WITH	["35327592_fullText_234"]	ALG13 gene	C1823172
DPAGT1 gene	C1414133	COEXISTS_WITH	["30388443_fullText_13"]	CEL gene	C1413336
DPAGT1 gene	C1414133	compared_with	["30388443_fullText_19"]	DPAGT1 gene	C1414133
LRP4 gene	C1416916	COEXISTS_WITH	["29355968_fullText_4"]	PREPL gene	C1538715
PLEC gene	C1418643	COEXISTS_WITH	["31449669_fullText_3"]	DPAGT1 gene	C1414133
PLEC gene	C1418643	COEXISTS_WITH	["31449669_fullText_3"]	COL13A1 gene	C1413573
PLEC gene	C1418643	COEXISTS_WITH	["31449669_fullText_3"]	ALG14 gene	C1823173
PLEC gene	C1418643	COEXISTS_WITH	["31449669_fullText_3"]	GFPT1 gene	C1415046
PLEC gene	C1418643	COEXISTS_WITH	["31449669_fullText_3"]	DOK7 gene	C1824957
PLEC gene	C1418643	COEXISTS_WITH	["31449669_fullText_3"]	PDCD6 gene	C1418406
RAPSN gene	C1419271	COEXISTS_WITH	["11791205_fullText_7"]	TTC1 gene	C1421212
RAPSN gene	C1419271	COEXISTS_WITH	["26910802_fullText_3"]	CHRNA1 gene	C1413401
SCN4A gene	C1419862	COEXISTS_WITH	["12766226_fullText_3"]	Alleles	C0002085
HNRNPD wt Allele	C3540626	COEXISTS_WITH	["37770252_fullText_85"]	NDUFS4 gene	C1417647
HNRNPD wt Allele	C3540626	PRODUCES	["36834637_fullText_7"]	SLC6A3 wt Allele	C3813713
NOTCH3 wt Allele	C3813553	COEXISTS_WITH	["30521610_fullText_72"]	NOTCH3 gene	C1417768
PRDX3 gene	C1418881	COEXISTS_WITH	["24498361_fullText_78"]	DLST gene	C1414073
ALDH7A1 gene	C1412691	INHIBITS	["36128717_fullText_10"]	AASS gene	C1424938
ALDH7A1 gene	C1412691	compared_with	["29053735_fullText_14"]	Wild Type	C1883559
CA Repeat	C1707076	COEXISTS_WITH	["9621518_fullText_9"]	GAD2 gene	C1414926
AASS gene	C1424938	INTERACTS_WITH	["36128717_fullText_11","36128717_fullText_13"]	GCDH gene	C1415009
BCKDHA gene	C1412759	INTERACTS_WITH	["36880392_fullText_8","36880392_abstract_8"]	EEF1A1 gene	C1414270
SLC7A2 gene	C1442752	COEXISTS_WITH	["32872442_fullText_40"]	Alleles	C0002085
SLC7A2 gene	C1442752	INHIBITS	["37198486_fullText_3"]	ECHS1 gene	C1414247
IFIH1 gene	C1537399	PRODUCES	["30135079_fullText_12"]	NGLY1 gene	C1425023
SIRT5 gene	C1423065	COEXISTS_WITH	["35157847_fullText_41"]	GCDH gene	C1415009
SIRT5 gene	C1423065	INTERACTS_WITH	["35157847_fullText_38","35157847_fullText_44","35157847_fullText_50","35157847_fullText_57"]	GCDH gene	C1415009
SIRT5 gene	C1423065	compared_with	["35157847_fullText_41"]	GCDH gene	C1415009
ACADM gene	C1412107	INHIBITS	["26831755_fullText_1"]	SERPINA1 gene	C1418544
METTL20 gene	C2681279	COEXISTS_WITH	["25416781_fullText_5","25416781_fullText_6"]	ETFB gene	C1414472
ETFB gene	C1414472	STIMULATES	["24498361_fullText_67"]	GCDH gene	C1415009
ETFB gene	C1414472	STIMULATES	["24498361_fullText_67"]	DLST gene	C1414073
TEAD2 gene	C1420680	compared_with	["35157847_fullText_46"]	GCDH gene	C1415009
TEAD2 gene	C1420680	COEXISTS_WITH	["24498361_fullText_70"]	ETFB gene	C1414472
ACADS gene	C1412108	COEXISTS_WITH	["19639238_fullText_2"]	Genome, Human	C0017429
ACADS gene	C1412108	COEXISTS_WITH	["19639238_fullText_2"]	Homologous Gene	C1334043
DHX16 gene	C1333208	COEXISTS_WITH	["39375222_fullText_100"]	Alleles	C0002085
DHX16 gene	C1333208	compared_with	["30059502_fullText_83"]	TFAM gene	C1420696
CHAC1 gene	C1824730	compared_with	["35211808_fullText_95"]	ATF4 gene	C1412617
MUT gene	C1417504	STIMULATES	["33771987_fullText_402"]	SURF1 gene	C1420527
MUT gene	C1417504	PRODUCES	["33771987_fullText_163"]	PPARGC1A gene	C1418779
DLST gene	C1414073	STIMULATES	["24498361_fullText_67"]	GCDH gene	C1415009
FLAD1 gene	C1825303	COEXISTS_WITH	["31730230_fullText_3"]	AGRN gene	C1412285
NGLY1 gene	C1425023	COEXISTS_WITH	["32283553_fullText_129"]	SQSTM1 gene	C1420393
NGLY1 gene	C1425023	COEXISTS_WITH	["35565658_fullText_86"]	NR1H2 gene	C1417823
NGLY1 gene	C1425023	COEXISTS_WITH	["35406718_fullText_316","33315951_fullText_230","33315011_fullText_34"]	ELF4 gene	C1414377
NGLY1 gene	C1425023	COEXISTS_WITH	["32283553_fullText_71"]	TF gene	C1442762
NGLY1 gene	C1425023	COEXISTS_WITH	["35406718_fullText_25"]	PMM2 gene	C1418674
NGLY1 gene	C1425023	INHIBITS	["29735526_fullText_6"]	ENGASE gene	C2681929
NGLY1 gene	C1425023	INHIBITS	["30135079_fullText_24","33315951_fullText_58"]	ELF4 gene	C1414377
NGLY1 gene	C1425023	INHIBITS	["36102038_fullText_134"]	HAPLN1 gene	C1413721
NGLY1 gene	C1425023	INHIBITS	["35406718_fullText_178"]	FBXO6 gene	C1422080
NGLY1 gene	C1425023	INHIBITS	["31615832_fullText_4"]	NRF1 gene	C1417846
NGLY1 gene	C1425023	INTERACTS_WITH	["34878535_fullText_5","35653343_fullText_18","35653343_fullText_135"]	NFE2L1 gene	C1417700
NGLY1 gene	C1425023	STIMULATES	["35406718_fullText_287"]	BMP4 gene	C1412805
NGLY1 gene	C1425023	STIMULATES	["35406718_fullText_320"]	ELF4 gene	C1414377
NGLY1 gene	C1425023	STIMULATES	["30135079_fullText_72"]	TMEM173 gene	C1823437
NGLY1 gene	C1425023	PRODUCES	["35045343_fullText_154"]	MAN2C1 gene	C1416998
