Gene	Gene_id	RELATION	PROVENANCE	Disease	Disease_id
EGFR gene	C1414313	ASSOCIATED_WITH		Kidney Failure, Acute	C0022660
EGFR gene	C1414313	ASSOCIATED_WITH		Dermatitis	C0011603
EGFR gene	C1414313	ASSOCIATED_WITH		Endometriosis	C0014175
EGFR gene	C1414313	ASSOCIATED_WITH		Inflammatory Bowel Diseases	C0021390
EGFR gene	C1414313	ASSOCIATED_WITH		Autosomal Recessive Polycystic Kidney Disease	C0085548
NCL gene	C1417613	ASSOCIATED_WITH		Myocardial Ischemia	C0151744
SYNGAP1 gene	C1420546	ASSOCIATED_WITH		Myoclonic Astatic Epilepsy	C0393702
SYNGAP1 gene	C1420546	ASSOCIATED_WITH		Epileptic encephalopathy	C0543888
SYNGAP1 gene	C1420546	ASSOCIATED_WITH		Epilepsy	C0014544
CTSB gene	C1332804	ASSOCIATED_WITH		Myopathy	C0026848
CTSB gene	C1332804	ASSOCIATED_WITH		Diabetes Mellitus	C0011849
ADAM10 gene	C1412181	ASSOCIATED_WITH		Reticulate acropigmentation of Kitamura	C0406811
ADAM10 gene	C1412181	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
KISS1R gene	C1333695	ASSOCIATED_WITH		Pituitary dwarfism	C0013338
KISS1R gene	C1333695	ASSOCIATED_WITH		Hypopituitarism	C0020635
KISS1R gene	C1333695	ASSOCIATED_WITH		Panhypopituitarism	C0242343
KISS1R gene	C1333695	ASSOCIATED_WITH		Isolated gonadotropin deficiency	C0271577
KISS1R gene	C1333695	ASSOCIATED_WITH		Sheehan Syndrome	C0242342
KISS1R gene	C1333695	ASSOCIATED_WITH		Hypogonadism	C0020619
KISS1R gene	C1333695	ASSOCIATED_WITH		Kallmann Syndrome	C0162809
KISS1R gene	C1333695	ASSOCIATED_WITH		Precocious Puberty	C0034013
KISS1R gene	C1333695	ASSOCIATED_WITH		Hypogonadotropic hypogonadism	C0271623
PLP1 gene	C1418654	ASSOCIATED_WITH		Classic Pelizaeus-Merzbacher Disease	C0751916
PLP1 gene	C1418654	ASSOCIATED_WITH		Spastic Paraplegia, Hereditary	C0037773
PLP1 gene	C1418654	ASSOCIATED_WITH		Pelizaeus-Merzbacher Disease	C0205711
MOV10L1 gene	C1417231	ASSOCIATED_WITH		Male infertility	C0021364
MOV10L1 gene	C1417231	ASSOCIATED_WITH		Azoospermia	C0004509
PTGER1 gene	C1419061	ASSOCIATED_WITH		Hydronephrosis	C0020295
GPC4 gene	C1415196	ASSOCIATED_WITH		SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1	C0796154
GPC4 gene	C1415196	ASSOCIATED_WITH		Nasodigitoacoustic syndrome	C1850627
NTN1 gene	C1334908	ASSOCIATED_WITH		OROFACIAL CLEFT 1	C1861537
NTN1 gene	C1334908	ASSOCIATED_WITH		Subarachnoid Hemorrhage	C0038525
CASQ2 gene	C1413135	ASSOCIATED_WITH		Long QT Syndrome	C0023976
CASQ2 gene	C1413135	ASSOCIATED_WITH		VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)	C1631597
CASQ2 gene	C1413135	ASSOCIATED_WITH		Cardiomyopathies	C0878544
CASQ2 gene	C1413135	ASSOCIATED_WITH		Ventricular tachycardia, polymorphic	C0344432
CASQ2 gene	C1413135	ASSOCIATED_WITH		Atrial Fibrillation	C0004238
CASQ2 gene	C1413135	ASSOCIATED_WITH		Tachycardia, Ventricular	C0042514
CASQ2 gene	C1413135	CAUSES	["28731161_fullText_52"]	muscle degeneration	C0234958
CASQ2 gene	C1413135	ASSOCIATED_WITH	["36672764_fullText_2"]	Stress-induced polymorphic ventricular tachycardia	C2677794
ICK gene	C1427425	ASSOCIATED_WITH		Myoclonic Epilepsy, Juvenile	C0270853
ICK gene	C1427425	ASSOCIATED_WITH		Endocrine-Cerebroosteodysplasia	C2675227
PIGN gene	C1418568	ASSOCIATED_WITH		MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 1	C3279775
PIGN gene	C1418568	ASSOCIATED_WITH	["36322149_fullText_1"]	Fryns syndrome	C0220730
TFPI gene	C1420705	ASSOCIATED_WITH		Purpura, Thrombotic Thrombocytopenic	C0034155
TFPI gene	C1420705	ASSOCIATED_WITH		Pulmonary Fibrosis	C0034069
TFPI gene	C1420705	ASSOCIATED_WITH		Airway Obstruction	C0001883
TFPI gene	C1420705	ASSOCIATED_WITH		Liver Cirrhosis	C0023890
TFPI gene	C1420705	ASSOCIATED_WITH		Protein S Deficiency	C0242666
TFPI gene	C1420705	ASSOCIATED_WITH		Myocardial Infarction	C0027051
TFPI gene	C1420705	ASSOCIATED_WITH		Disseminated Intravascular Coagulation	C0012739
TFPI gene	C1420705	ASSOCIATED_WITH		Hemophilia A	C0019069
FKBP5 gene	C1414627	ASSOCIATED_WITH		Asthma	C0004096
FKBP5 gene	C1414627	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
FKBP5 gene	C1414627	AFFECTS	["38227368_fullText_34"]	DYSFUNCTION - SKIN DISORDERS	C3887505
PTPN1 gene	C1335281	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
PTPN1 gene	C1335281	ASSOCIATED_WITH		Rett Syndrome	C0035372
PTPN1 gene	C1335281	ASSOCIATED_WITH		Essential Hypertension	C0085580
PTPN1 gene	C1335281	ASSOCIATED_WITH		Hypertensive disease	C0020538
PTPN1 gene	C1335281	ASSOCIATED_WITH		Hyperinsulinism	C0020459
PTPN1 gene	C1335281	ASSOCIATED_WITH		Obesity	C0028754
PTPN1 gene	C1335281	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
CDKL5 gene	C1420484	ASSOCIATED_WITH		Epilepsies, Partial	C0014547
CDKL5 gene	C1420484	ASSOCIATED_WITH		Angelman Syndrome	C0162635
CDKL5 gene	C1420484	ASSOCIATED_WITH		Early infantile epileptic encephalopathy with suppression bursts	C0393706
CDKL5 gene	C1420484	ASSOCIATED_WITH		Epilepsy	C0014544
CDKL5 gene	C1420484	ASSOCIATED_WITH		Infantile spasms	C0037769
CDKL5 gene	C1420484	ASSOCIATED_WITH		Epileptic encephalopathy	C0543888
CDKL5 gene	C1420484	ASSOCIATED_WITH		Rett Syndrome	C0035372
CDKL5 gene	C1420484	CAUSES	["26927095_fullText_2"]	Rett Syndrome	C0035372
ARHGEF9 gene	C1422758	ASSOCIATED_WITH		Epilepsy	C0014544
PDIA3 gene	C1538607	ASSOCIATED_WITH		Hepatitis, Autoimmune	C0241910
SNCB gene	C1420278	ASSOCIATED_WITH		Parkinson Disease	C0030567
SNCB gene	C1420278	ASSOCIATED_WITH		Lewy Body Disease	C0752347
INSR gene	C1334133	ASSOCIATED_WITH		Parkinson Disease	C0030567
INSR gene	C1334133	ASSOCIATED_WITH		Diabetic Neuropathies	C0011882
INSR gene	C1334133	ASSOCIATED_WITH		Gestational Diabetes	C0085207
INSR gene	C1334133	ASSOCIATED_WITH		Impaired glucose tolerance	C0271650
INSR gene	C1334133	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
INSR gene	C1334133	ASSOCIATED_WITH		Hyperglycemia	C0020456
INSR gene	C1334133	ASSOCIATED_WITH		Hyperinsulinism	C0020459
INSR gene	C1334133	ASSOCIATED_WITH		Diabetes Mellitus	C0011849
INSR gene	C1334133	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
INSR gene	C1334133	ASSOCIATED_WITH		Rabson-Mendenhall Syndrome	C0271695
INSR gene	C1334133	ASSOCIATED_WITH		Insulin Receptor, Defect in	C0271689
INSR gene	C1334133	ASSOCIATED_WITH	["914985_fullText_5"]	Myotonic Dystrophy	C0027126
PRPH gene	C1418953	ASSOCIATED_WITH		AMYOTROPHIC LATERAL SCLEROSIS 1	C1862939
PRPH gene	C1418953	ASSOCIATED_WITH		Motor Neuron Disease	C0085084
PRPH gene	C1418953	ASSOCIATED_WITH		Amyotrophic Lateral Sclerosis	C0002736
PRPH gene	C1418953	ASSOCIATED_WITH		Amyotrophic Lateral Sclerosis, Sporadic	C1862941
CTSH gene	C1332806	ASSOCIATED_WITH		Diabetes Mellitus, Insulin-Dependent	C0011854
IDE gene	C1415875	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
IDE gene	C1415875	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
LRP1 gene	C1416912	ASSOCIATED_WITH		Myocardial Infarction	C0027051
LRP1 gene	C1416912	ASSOCIATED_WITH		Migraine Disorders	C0149931
LRP1 gene	C1416912	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
ANO1 gene	C1427656	ASSOCIATED_WITH		Moyamoya Disease	C0026654
MYOZ2 gene	C1413006	ASSOCIATED_WITH		Cardiomyopathies	C0878544
MYOZ2 gene	C1413006	ASSOCIATED_WITH		Hypertrophic Cardiomyopathy	C0007194
FXN gene	C1414812	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
FXN gene	C1414812	ASSOCIATED_WITH		Hypertrophic Cardiomyopathy	C0007194
FXN gene	C1414812	ASSOCIATED_WITH		Friedreich Ataxia	C0016719
FXN gene	C1414812	ASSOCIATED_WITH		FRIEDREICH ATAXIA 1	C1856689
GALE gene	C1439333	ASSOCIATED_WITH		Galactosemias	C0016952
GALE gene	C1439333	ASSOCIATED_WITH		UDPglucose 4-epimerase deficiency disease	C0751161
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Coronary Restenosis	C0948480
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Cardiomyopathies	C0878544
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Pulmonary Fibrosis	C0034069
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Glaucoma, Primary Open Angle	C0339573
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Diabetic Retinopathy	C0011884
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Congestive heart failure	C0018802
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Hyperglycemia	C0020456
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Nonalcoholic Steatohepatitis	C3241937
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Diabetic Nephropathy	C0011881
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Kidney Failure, Chronic	C0022661
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Heart failure	C0018801
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Coronary heart disease	C0010068
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Myocardial Ischemia	C0151744
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Hypertensive disease	C0020538
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Diabetes Mellitus	C0011849
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Gestational Diabetes	C0085207
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Non-alcoholic Fatty Liver Disease	C0400966
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Atherosclerosis	C0004153
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Cardiovascular Diseases	C0007222
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Metabolic Syndrome X	C0524620
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
ADIPOQ gene	C1540187	ASSOCIATED_WITH		Obesity	C0028754
NPR1 gene	C1417810	ASSOCIATED_WITH		Alcohol Related Disorders	C0236664
NPR1 gene	C1417810	ASSOCIATED_WITH		Myocardial Infarction	C0027051
NPR1 gene	C1417810	ASSOCIATED_WITH		Heart failure	C0018801
NPR1 gene	C1417810	ASSOCIATED_WITH		Congestive heart failure	C0018802
NPR1 gene	C1417810	ASSOCIATED_WITH		Hypertensive disease	C0020538
RAB5A gene	C1419212	ASSOCIATED_WITH	["36130946_fullText_8"]	Lewy Body Disease	C0752347
KCNH1 gene	C1416571	ASSOCIATED_WITH		Epilepsy	C0014544
CACNA1H gene	C1413062	ASSOCIATED_WITH		Peripheral Neuropathy	C0031117
CACNA1H gene	C1413062	ASSOCIATED_WITH		Idiopathic generalized epilepsy	C0270850
CACNA1H gene	C1413062	ASSOCIATED_WITH		Hyperaldosteronism	C0020428
CACNA1H gene	C1413062	ASSOCIATED_WITH		Absence Epilepsy	C0014553
CACNA1H gene	C1413062	ASSOCIATED_WITH		Childhood Absence Epilepsy	C4281785
CACNA1H gene	C1413062	ASSOCIATED_WITH		Conn Syndrome	C1384514
JUP gene	C1334295	ASSOCIATED_WITH		Hypertrophic Cardiomyopathy	C0007194
JUP gene	C1334295	ASSOCIATED_WITH		Cardiomyopathy, Dilated	C0007193
JUP gene	C1334295	ASSOCIATED_WITH		Palmoplantar Keratosis	C0022596
JUP gene	C1334295	ASSOCIATED_WITH		Arrhythmogenic Right Ventricular Dysplasia	C0349788
JUP gene	C1334295	ASSOCIATED_WITH		Cardiomyopathies	C0878544
DEGS1 gene	C1539265	ASSOCIATED_WITH		Leukodystrophy	C0023520
SLC22A12 gene	C1425219	ASSOCIATED_WITH		Kidney Failure, Acute	C0022660
UROS gene	C1421375	ASSOCIATED_WITH		Porphyria, Erythropoietic	C0162530
SLC2A4 gene	C1420175	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
SLC2A4 gene	C1420175	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
SMAD3 gene	C0919432	ASSOCIATED_WITH		Liver Cirrhosis	C0023890
SMAD3 gene	C0919432	ASSOCIATED_WITH		Connective Tissue Diseases	C0009782
SMAD3 gene	C0919432	ASSOCIATED_WITH		Dissection of aorta	C0340643
SMAD3 gene	C0919432	ASSOCIATED_WITH		Osteoarthritis of hip	C0029410
SMAD3 gene	C0919432	ASSOCIATED_WITH		Aortic Aneurysm	C0003486
SMAD3 gene	C0919432	ASSOCIATED_WITH		Aneurysm	C0002940
SMAD3 gene	C0919432	ASSOCIATED_WITH		Loeys-Dietz Syndrome	C2697932
SERPINE1 gene	C1418252	ASSOCIATED_WITH		nervous system disorder	C0027765
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Rhinitis	C0035455
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Colitis, Ischemic	C0162529
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Liver Cirrhosis, Alcoholic	C0023891
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Nephrotic Syndrome	C0027726
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Familial Mediterranean Fever	C0031069
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Focal glomerulosclerosis	C0017668
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Diabetic Angiopathies	C0011875
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Graves Disease	C0018213
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Pulmonary Hypertension	C0020542
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Behcet Syndrome	C0004943
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Portal vein thrombosis	C0155773
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Retinal Vein Occlusion	C0035328
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Amyloidosis	C0002726
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Proliferative diabetic retinopathy	C0154830
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Glomerulonephritis	C0017658
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Liver diseases	C0023895
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Kidney Failure, Chronic	C0022661
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Liver Cirrhosis	C0023890
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Congestive heart failure	C0018802
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Diabetic Retinopathy	C0011884
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Pulmonary Fibrosis	C0034069
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Diabetic Nephropathy	C0011881
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Heart failure	C0018801
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Fatty Liver	C0015695
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Myocardial Ischemia	C0151744
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Coronary heart disease	C0010068
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Atherosclerosis	C0004153
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Pneumonia	C0032285
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Asthma	C0004096
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Hypertensive disease	C0020538
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Myocardial Infarction	C0027051
SERPINE1 gene	C1418252	ASSOCIATED_WITH		Obesity	C0028754
ABCB11 gene	C1412070	ASSOCIATED_WITH		Cholestasis, progressive familial intrahepatic 3	C1865643
ABCB11 gene	C1412070	ASSOCIATED_WITH		Liver Cirrhosis	C0023890
ABCB11 gene	C1412070	ASSOCIATED_WITH		Progressive intrahepatic cholestasis (disorder)	C0268312
ABCB11 gene	C1412070	ASSOCIATED_WITH		Cholestasis	C0008370
ABCB11 gene	C1412070	ASSOCIATED_WITH		Intrahepatic Cholestasis	C0008372
ABCB11 gene	C1412070	ASSOCIATED_WITH		Cholestasis, Progressive Familial Intrahepatic, 2	C3489789
SLC22A2 gene	C1420137	ASSOCIATED_WITH		Kidney Diseases	C0022658
SLC22A2 gene	C1420137	ASSOCIATED_WITH		Obesity	C0028754
SLC22A2 gene	C1420137	ASSOCIATED_WITH		Kidney Failure, Acute	C0022660
SLCO1B3 gene	C1420132	ASSOCIATED_WITH		Hyperbilirubinemia, Hereditary	C0020435
SLCO1B3 gene	C1420132	ASSOCIATED_WITH		Hyperbilirubinemia	C0020433
SLCO1B3 gene	C1420132	ASSOCIATED_WITH		Rotor Syndrome	C0220991
LEPR gene	C1366515	ASSOCIATED_WITH		Ovarian Failure, Premature	C0085215
LEPR gene	C1366515	ASSOCIATED_WITH		Cardiomyopathy, Dilated	C0007193
LEPR gene	C1366515	ASSOCIATED_WITH		Pulmonary Hypertension	C0020542
LEPR gene	C1366515	ASSOCIATED_WITH		Hypogonadism	C0020619
LEPR gene	C1366515	ASSOCIATED_WITH		Myocardial Ischemia	C0151744
LEPR gene	C1366515	ASSOCIATED_WITH		Respiratory Tract Infections	C0035243
LEPR gene	C1366515	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
LEPR gene	C1366515	ASSOCIATED_WITH		Kidney Diseases	C0022658
LEPR gene	C1366515	ASSOCIATED_WITH		Coronary heart disease	C0010068
LEPR gene	C1366515	ASSOCIATED_WITH		Hyperlipidemia	C0020473
LEPR gene	C1366515	ASSOCIATED_WITH		Osteoporosis	C0029456
LEPR gene	C1366515	ASSOCIATED_WITH		Fatty Liver	C0015695
LEPR gene	C1366515	ASSOCIATED_WITH		LEPTIN DEFICIENCY	C3554224
LEPR gene	C1366515	ASSOCIATED_WITH		Diabetic Nephropathy	C0011881
LEPR gene	C1366515	ASSOCIATED_WITH		Dyslipidemias	C0242339
LEPR gene	C1366515	ASSOCIATED_WITH		Impaired glucose tolerance	C0271650
LEPR gene	C1366515	ASSOCIATED_WITH		Nonalcoholic Steatohepatitis	C3241937
LEPR gene	C1366515	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
LEPR gene	C1366515	ASSOCIATED_WITH		Sleep Apnea, Obstructive	C0520679
LEPR gene	C1366515	ASSOCIATED_WITH		Gestational Diabetes	C0085207
LEPR gene	C1366515	ASSOCIATED_WITH		Non-alcoholic Fatty Liver Disease	C0400966
LEPR gene	C1366515	ASSOCIATED_WITH		Hyperglycemia	C0020456
LEPR gene	C1366515	ASSOCIATED_WITH		Obesity, Morbid	C0028756
LEPR gene	C1366515	ASSOCIATED_WITH		Hyperinsulinism	C0020459
LEPR gene	C1366515	ASSOCIATED_WITH		Hypertensive disease	C0020538
LEPR gene	C1366515	ASSOCIATED_WITH		Diabetes Mellitus	C0011849
LEPR gene	C1366515	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
LEPR gene	C1366515	ASSOCIATED_WITH		Obesity	C0028754
LEP gene	C1416825	ASSOCIATED_WITH		Oral Ulcer	C0149745
LEP gene	C1416825	ASSOCIATED_WITH		Rhinitis	C0035455
LEP gene	C1416825	ASSOCIATED_WITH		Hepatitis, Autoimmune	C0241910
LEP gene	C1416825	ASSOCIATED_WITH		Liver Cirrhosis, Alcoholic	C0023891
LEP gene	C1416825	ASSOCIATED_WITH		Respiratory Distress Syndrome, Adult	C0035222
LEP gene	C1416825	ASSOCIATED_WITH		Alcohol withdrawal syndrome	C0236663
LEP gene	C1416825	ASSOCIATED_WITH		Gastric ulcer	C0038358
LEP gene	C1416825	ASSOCIATED_WITH		Hypercholesterolemia	C0020443
LEP gene	C1416825	ASSOCIATED_WITH		Nonalcoholic Steatohepatitis	C3241937
LEP gene	C1416825	ASSOCIATED_WITH		Hyperglycemia	C0020456
LEP gene	C1416825	ASSOCIATED_WITH		Hypogonadism	C0020619
LEP gene	C1416825	ASSOCIATED_WITH		Osteoporosis	C0029456
LEP gene	C1416825	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
LEP gene	C1416825	ASSOCIATED_WITH		Impaired glucose tolerance	C0271650
LEP gene	C1416825	ASSOCIATED_WITH		Fatty Liver	C0015695
LEP gene	C1416825	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
LEP gene	C1416825	ASSOCIATED_WITH		Obesity, Morbid	C0028756
LEP gene	C1416825	ASSOCIATED_WITH		Polycystic Ovary Syndrome	C0032460
LEP gene	C1416825	ASSOCIATED_WITH		Gestational Diabetes	C0085207
LEP gene	C1416825	ASSOCIATED_WITH		Non-alcoholic Fatty Liver Disease	C0400966
LEP gene	C1416825	ASSOCIATED_WITH		Hypertensive disease	C0020538
LEP gene	C1416825	ASSOCIATED_WITH		Hyperinsulinism	C0020459
LEP gene	C1416825	ASSOCIATED_WITH		Metabolic Syndrome X	C0524620
LEP gene	C1416825	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
LEP gene	C1416825	ASSOCIATED_WITH		Obesity	C0028754
LEP gene	C1416825	ASSOCIATED_WITH		LEPTIN DEFICIENCY	C3554224
PTGER3 gene	C1419063	ASSOCIATED_WITH		Stevens-Johnson Syndrome	C0038325
MURC gene	C2681849	ASSOCIATED_WITH		Cardiomyopathy, Dilated	C0007193
GATA2 gene	C1414993	ASSOCIATED_WITH		Anemia	C0002871
GATA2 gene	C1414993	ASSOCIATED_WITH		Lymphedema	C0024236
HAP1 gene	C1415470	ASSOCIATED_WITH		Huntington Disease	C0020179
PAM gene	C1456357	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
F12 gene	C1414499	ASSOCIATED_WITH		Urticaria	C0042109
F12 gene	C1414499	ASSOCIATED_WITH		Hypertensive disease	C0020538
F12 gene	C1414499	ASSOCIATED_WITH		Myocardial Infarction	C0027051
F12 gene	C1414499	ASSOCIATED_WITH		Thromboembolism	C0040038
F12 gene	C1414499	ASSOCIATED_WITH		Angioedemas, Hereditary	C0019243
F12 gene	C1414499	ASSOCIATED_WITH		Factor XII Deficiency	C0015526
F12 gene	C1414499	ASSOCIATED_WITH		Hereditary Angioedema Type III	C1857728
AARS gene	C1412054	ASSOCIATED_WITH		Leukodystrophy	C0023520
AARS gene	C1412054	ASSOCIATED_WITH		Distal Spinal Muscular Atrophy	C0393541
AARS gene	C1412054	ASSOCIATED_WITH		Peripheral Neuropathy	C0031117
AARS gene	C1412054	ASSOCIATED_WITH		Charcot-Marie-Tooth Disease	C0007959
AARS gene	C1412054	ASSOCIATED_WITH	["25807530_fullText_12"]	Leigh Disease	C0023264
PNOC gene	C1418716	ASSOCIATED_WITH		Parkinsonian Disorders	C0242422
PNOC gene	C1418716	ASSOCIATED_WITH		Neonatal Abstinence Syndrome	C0027609
PNOC gene	C1418716	ASSOCIATED_WITH	["35809655_fullText_2"]	Acute myocardial ischemia	C0746731
PEBP1 gene	C1826565	ASSOCIATED_WITH		Heart failure	C0018801
PEBP1 gene	C1826565	ASSOCIATED_WITH		Congestive heart failure	C0018802
DTNBP1 gene	C1424906	ASSOCIATED_WITH		Hermanski-Pudlak Syndrome	C0079504
KSR2 gene	C1537513	ASSOCIATED_WITH		Obesity, Morbid	C0028756
KSR2 gene	C1537513	ASSOCIATED_WITH		Obesity	C0028754
KSR2 gene	C1537513	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
PRKACB gene	C1418902	ASSOCIATED_WITH		Cushing Syndrome	C0010481
OAT gene	C1417917	ASSOCIATED_WITH		Hyperornithinemia	C0599035
OAT gene	C1417917	ASSOCIATED_WITH		Gyrate Atrophy	C0018425
PVR gene	C1419141	ASSOCIATED_WITH		Poliomyelitis	C0032371
FOXO1 gene	C1333572	ASSOCIATED_WITH		Pulmonary Hypertension	C0020542
FOXO1 gene	C1333572	ASSOCIATED_WITH		Keratoconus	C0022578
MLXIPL gene	C1826259	ASSOCIATED_WITH		Kidney Failure, Chronic	C0022661
MLXIPL gene	C1826259	ASSOCIATED_WITH		Myocardial Infarction	C0027051
MLXIPL gene	C1826259	ASSOCIATED_WITH		Williams Syndrome	C0175702
MLXIPL gene	C1826259	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
MLXIPL gene	C1826259	ASSOCIATED_WITH		Coronary heart disease	C0010068
CDH1 gene	C0694872	ASSOCIATED_WITH		Kidney Diseases	C0022658
CDH1 gene	C0694872	ASSOCIATED_WITH		Liver Cirrhosis	C0023890
CDH1 gene	C0694872	ASSOCIATED_WITH		Ulcerative Colitis	C0009324
CDH1 gene	C0694872	ASSOCIATED_WITH		Asthma	C0004096
CR2 gene	C1413696	ASSOCIATED_WITH		Common Variable Immunodeficiency	C0009447
CR2 gene	C1413696	ASSOCIATED_WITH		Lupus Erythematosus, Systemic	C0024141
AXIN2 gene	C1332126	ASSOCIATED_WITH		Craniosynostosis	C0010278
TRPC5 gene	C1421172	ASSOCIATED_WITH		Hypertensive disease	C0020538
CCKAR gene	C1413168	ASSOCIATED_WITH		Obesity	C0028754
GJD2 gene	C1846885	ASSOCIATED_WITH		Refractive Errors	C0034951
GJD2 gene	C1846885	ASSOCIATED_WITH		Myopia	C0027092
CTH gene	C1413792	ASSOCIATED_WITH		Gamma-cystathionase deficiency	C0268616
LDLRAP1 gene	C1537558	ASSOCIATED_WITH		Hyperlipoproteinemia Type IIa	C0745103
LDLRAP1 gene	C1537558	ASSOCIATED_WITH		Hypercholesterolemia, Familial	C0020445
CD36 gene	C1366645	ASSOCIATED_WITH		Tuberculosis, Pulmonary	C0041327
CD36 gene	C1366645	ASSOCIATED_WITH		Hemolytic-Uremic Syndrome	C0019061
CD36 gene	C1366645	ASSOCIATED_WITH		Immunologic Deficiency Syndromes	C0021051
CD36 gene	C1366645	ASSOCIATED_WITH		Myocardial Ischemia	C0151744
CD36 gene	C1366645	ASSOCIATED_WITH		Blood Platelet Disorders	C0005818
CD36 gene	C1366645	ASSOCIATED_WITH		Cardiomyopathy, Dilated	C0007193
CD36 gene	C1366645	ASSOCIATED_WITH		Impaired glucose tolerance	C0271650
CD36 gene	C1366645	ASSOCIATED_WITH		Hypertensive disease	C0020538
